,stemmed,sentiment
7657,mungkin baik beberapa video pake verifikasi batas usia biar bocah nonton bocah suka ngikutin yg toxic biar sebut gaul malah cringe,1
7658,mylike betul erick asliny baik kali,1
7659,nah benar kalau suka jangan nonton sip,1
7660,nah gin dong openingnya bagus,1
7661,nakal puas mu bawa pulang lah satu wanita,1
7662,nama juga benci mana yang baik,1
7663,tertawa liat komentar begitu aku pribadi mempermasalkan kontenkamulim aku rasa hibur fun fun n kalau orang kontenkamunggak didik itu pilih mau ikut an apa hibur kalau aku hanya untuk hibur benci mnurut aku adlh orang punya jiwa iri sukses orang,1
7664,ngehate otak bro youtube kamu orang hak pilih konten kamu suka bner kata erick kalau manusia diciptain punya akal sehat jd kamu pikir sndri lah mana yg baik kalau kamu gasuka emng erick maksa kamu orang buat nonton tolol ajg,1
7665,kentot menit udah rebu like mantap erick,1
7666,nice intro imana sukses,1
7667,nice intro mantap is back,1
7668,njer keren,1
7669,njir ktahuan baik semua,1
7670,no toxic no lifeua suka orange justice lu,1
7671,my lordidup kadang sangad tiydac adil punya kampang uang otak kelebihann ohyeeeahhhh versi si itil victoria yh bang,1
7672,oke aku suka gaya eriko lim walaw suka aga sinting dikit sikap agak buat aku tengah kesel tengah ken ketawa,1
7673,oke sangat hibur terima kasih,1
7674,opening paling baik,1
7675,openingnya mulai baik,1
7676,orang yg baik liat cara bicara chanelkamubukan orang dewasa yg nntn anak anak ada kalau ank anak sana nyontoh elu cara bicarakamuyg kaya gitu bagaimana please lah pikir,1
7677,orng zaman sekarang lebih suka kritik puji,1
7678,oya bang inget buka nasehatin cuma ngasi tau,1
7679,pagi mulai yg sehat sehat,1
7680,paling suka sama backsoundnnya,1
7681,paling suka w konten ginian awto tertawa,1
7682,teladan mantap boss banyak benci mah tetep sans terus banyakin konten yak haterskamumiskin humor nymakin miskin goblok beli kouta ngehate goblok,1
7683,patner depan jahat hati baik anak yatim piatu pokok the best rick cheers ang wkwk,1
7684,pemikirankamubagus rickkamujadiin semua caci omong haterskamubuat motivasi diri sendiri salut ama lu,1
7685,percuma comment jelek ericolim tidak ubah hidup dan neng ngelakuinnya lebih baik support biar bisa lebih baik tentu yg comment jelek ericko lebih mapan dia,1
7686,pertama aku suka bng lucu buat sya tertawa aku suka,1
7687,pertama mamak dah bilang sesal ngelahirin erick udah comen salah malah ngegad aku yakin erickolim cuma kamera gin ku lihat video buat pizza sama liong kasih satpam bagus pizza,1
7688,please read my opinion pikir bodoh meskipunkamubilang g us h ng kutin pa l ku n stop the fuckin bulshitkamuitu youtuber langsungkamuitu influencer subscriberkamurata rata bocah dia bisa nentuin mana harus diikutin tidak sini paham figur publik bawa pengaruh baik pada bangsakamuterkenal gara gara toxic rara rata fanskamujuga bocah kampung dekil saya bukan hatekamutapi ambil alih lah maju bangsa tidak ada kualitas channelkamumiris,1
7689,plis kamu yg ngehate pernah liat channel yt kaya how to basic apa yak wkwk kalau suka usah tonton kamu yg pilih terus apa bapak mak kamu didik kamu konten selalu didik hibur emg sinetron yg tiap hari kamu tonton didik njink,1
7690,plis lah buat semua ngebully soapking emng hidupkamuudah benar semua apa sok sok komentar buat ngerubah laku orang baik urus tu hidupkamusendiri emng udah baik oiya yang bilang chanel mutu faedah yakamupunya hak gt kalau udah tau mutu faedah jangan tonton anjing goblok banget jadi benci,1
7691,positive thinking broo suka karrna hibur,1
7692,punya akal sehat milih konten hadehh,1
7693,punya channel ikut suka mau bagaimana yg penting hibur pas stress,1
7694,q kamu perlu brp x shake sampe bucat itung cb bagus de jd in konten,1
7695,rafli muhammad kalau g suka report dislike aj,1
7696,rb like and rb dislike arti benar dong apa bilang erick banyak suka ketimbang suka kalau suka usah tonton cari youtube channel lebih mutu didik segala macam kalau kamu udah tau ni channel ngetitik ngapain kamu mampir kesini kentot erasa paling benar,1
7697,ric coba luh buat hal baik luh cmn buat konten tidak faedah smuah njir,1
7698,rick suka samakamuv,1
7699,rick aku tuuh gasuka liat video kontenkamutapi lebih suka liat iklan iklan ada videokamumakanya iklan aku skip,1
7700,rick w kasi sama kamu banyak bat benci benar kata u rick kalau suka gausah liat semangat rick w terus dukung u baik juta subscribe tahun rick,1
7701,rick w kasi samakamubanyak bat benci benar kata u rick kalau suka gausah liat semangat rick w terus dukung u yang baik juta subscribe tahun ini rick,1
7702,erick coba deh buat satu video mana kamu ekspres video biasa terus satu kamu sikap baik gitu hehehe sukses buat youtube rewaindnya,1
7703,rikkamutau salahkamudimana pas ngajak arapkamuarap baik baik sela arap sibuk bilang bisa salahkamudisini teruskamubilang elu elu yt rewind bakal turut ucap cukup ngeggas arap singgung dong arap sabar arap cuman bilang baperkamuntah apa masalah hingga arap komentar yt elu elu tidak pantes hendel yt rewind kanapa arap ngomong karana arap terjun di dunia ytb udah lama udah alam yt rewind indonesia itu bukan projek kecil erick sorry cuman ambil simpul si terimakasih,1
7704,rindu iklankamuyang hidup kadang adil,1
7705,robert agustinus sama sama ngerusak emang makanya manusia punya akal sehat nah jga tau smua jenis narkoba gapernah niat mau nyoba why aku punya akal sehat pilih aku lah kalau tau negatif diikutin yg salah syp dong contoh elu sndri nonton malah ngikutin toxicnya malah aku yg gencet tai,1
7706,sabar bang ericko,1
7707,sabar bro mangkin banyak benci makin banyak viewers benci nonton wkwkwkwk apa yg komentar ngebuli nonton lh nama rezeki banyak benci banyak rezeki buat semangat bukti klw lebih baik parah benci sipz,1
7708,sabar kak lah benci motivasi jadi lebih baik,1
7709,saia cinta ericko lim,1
7710,saia suka keras,1
7711,salam gemar jateng toxic and unfaedah content buat ketawa lucu gokil unik and kadang garing saya suka gaya toxic kamu bang erick abai benci sampah yg bully and ngehina kamu support erickolim ampe juta subscribers brohhh,1
7712,salfok silver playbutton arena ken kamu buat konten baik game lebih banyak,1
7713,sampe sekarang aku suka gaya kamu bang wkwk bodo tu benci mau anggap kamu apa penting kamu duit benci wkwkwkwk,1
7714,sangat didik cocok buat tonton keluargapa sewot kalau suka usah liat lah,1
7715,sans erick aku suka samakamungakak ue,1
7716,santai ajak eric suka konten konten loo tertawa anjirr wkwkw salam kalbar,1
7717,santai bang baru hidup tampa merekakamugk sampai titik gitu salah apakamumikir donk kalau ngk bagus tidak usah ikutin kalau bagus ikutin pake akal cuy,1
7718,santuy bego konten didik jangan tonton simple kankamukira pikir ide buat video semudahkamucoli ome tv buat ericko auto kaya terusss semangatlitik liat mata najwa kalau ajar ttg tahu alam national geohraphic kalau aku sendiri liat channel erikolim pas mo berak biar lancar so ambil positif gaes kalian gaperlu hate orang maksain semua channel didik emang ni platform punya nenekkamungentot,1
7719,saran ku kalau kalian benci ambil sifat positif dari bang ericko,1
7720,saran baik lah bahasa mu yg sopan banyak anak yg bawah umur makasih,1
7721,satu yg aku inget dia ericko yg lumayan lama kenal pernah bilang aku bisa pikir mna yg baik mana yg buruk ambil yg positif saja yg aku inget sampe sekarang,1
7722,suka ericko lim,1
7723,suka sukaapking,1
7724,suka yg toxic toxic gin auto subscribe,1
7725,sbenernya ericko baik ege,1
7726,sbnrnya yg suka toxican kamu bang gblg koplak gmana gitu wkwkwk,1
7727,banyak a heterskamuklo liat vidiokamujg tertawa bang abai,1
7728,sebenernya aku lebih suka konten kamu yg pas k an subscribe seru macem konrenya pink guy reaction awkarin,1
7729,sejak kapan bisa ceramah,1
7730,semakinkamungehate eric makin tertawa wkwkkamungehate eric jangan pake toxic pakekamunasehatin wkwk,1
7731,semangat bang buat konten yg unfaedah justru yg aku suka video video lu,1
7732,semangat bang jangan dengerin kata good job buat kamu bang kalau kata aku si tau ericko lim malah nyari yg faedah aneh inti yg baik buat kamu bang aku dukung kamu cari uang turut halal kalau islam rampok korupsi laku kriminal rugi orang buat konten faedah hak erickolim senang tujuh hibur jelas sepenuh erickolim punya hak tiap konten erickolim kandung unsur sara baru kalian caci membully ericko kali subscriber ericko kalian punya pikir harus kalian tau mana baik laku laku kalian punya hak tonton semua apa diyoutube kalian suka silah tonton kalian perlu tonton kalian hak caci maki orang sebut tidak rugi kalian sama,1
7733,semangat bang jangan kalah sama benci benci tu cuma bocah bocah tidak mampu sesukseskamumangat bang semangat,1
7734,semangat jalan semua bahagia,1
7735,semangat jalan semua bahagia,1
7736,semangat rick karenakamuiblis hidup bakar kaum pantat tipis,1
7737,semangat terus bang yg bacotin kamu jadi kamu bangza arap blum sahabat indah bocah suka ngikutin yg toxic biar sebut gaul malah cringe,1
7738,semangat terus bangg k benci yak gpp erick tetep buat konten kamu suka suka subscribe kamu salah satu erick,1
7739,semangat terus ericko lim walaupun banyak kagak suka sama vidiokamutapi masih dukungkamubang,1
7740,semenjak apartkamudi grebekkamujadi tular atta erick buat apa coba ngitung nyuruh org subscribe kalau emg org suka kontenkamuga perlukamusuruh org subscribe,1
7741,semua gantung cara nilai kontennyaa kalau ellu cuma nikmat konten konten its fine kamu dah gede kalau kamu suka jangan tonton simple,1
7742,semua komentar benci jawab cerdas mantap aku suport kamu tol rambut heheheheh begini demen ua skip mamam noh haha klan dikit rick cuma aku skip,1
7743,semua orang y punya hak sendiri sendiri lah ngapain ngurusin ngancem hak org selesai hidup kamu suka suka tinggal gantung masing aku hibur channel kamu aku ambil lucu heheh,1
7744,semua yg suka komentar,1
7745,senyumin live streaming udah pingin liat live lagi,1
7746,sepeg erick aku suka gaya lu,1
7747,sama orang indonesia ngbully parah terus bwa bwa agama lebih parahemua apa sok sok komentar buat ngerubah laku orang baik urus tu hidupkamusendiri emng udah baik oiya yang bilang chanel mutu faedah yakamupunya hak gt kalau udah tau mutu faedah jangan tonton anjing goblok banget jadi benci,1
7748,shit suka aje liat ericko melet gitu wkwk,1
7749,siapa tujuh erico tampan u suka toxic kwkwkwkwk terus lah toxic bang,1
7750,siapa kangen intro erickolim kiamat hidup kadang adil,1
7751,simpel kalau kamu suka youtubers erico usah tonton usah subscribe boy emang banyak artikel negatif balik artikel positif boy aku bukan ngebela erico jujur aku lebih suka konten kreator bang qorygore ketimbang konten eriko apa cara bahasa cara jelas seru balik soal tadi youtubers beda beda cara ucap subscribe ada kasar lembut gantung orang sifat boy,1
7752,simple suka usah nonton,1
7753,simple woi suka gausah tonton,1
7754,sini gwe lihat mana anak gen anak gen main youtube gen santai enjoy paham apa yg tonton gen isi sendiri budget semua kamera nokia orang kaya gitu usah anggap lah yakin kamu depan lebih baik salam,1
7755,sip suka prinsip kamu ericko lim lebih baik benci jadi diri sendiri jadi munafik jadi kenal semangat ericko lim,1
7756,slow bang komentar jelas ngomong suka banyak bacot knp chanel abng disubs knp video abng dilike kalau suka bakal subscribe bang aku subscribe abng slow liat konten yg abng buat aku lucu biarpun banyak sensor,1
7757,slow ajh bang aku bantu elu wkwk aku bkn heter aku orng baik wkwk,1
7758,slow bro suka toxic toxic in benci udah biasa wkwk,1
7759,smngt bro netizen emg bnyk gada moral akal bsa bedain mana yg baik benar inti ente menang lawan arab yg alibi sumbang in munafik mau kalah saing muka jauh pantas panggil arab laku fir aun jauh tampan firaun pd arab,1
7760,smngt kak ericko lim walaupun bnyk yg ngehina mohon jangan pts asa terus smngt bkin videoyg pling lucudan rambutny pirang in lg donk jd lbh bagus,1
7761,smua org pny hak msing kalau klian gsuka knp hrus ngebully klian bully namany klian iri gbisa mkny usaha bro bkn nyibuk ngurus konten org,1
7762,so excited bang supportkamutrs buat yg keren,1
7763,gemar subscriber kamu bukan ken kamu buat konten baik game lebih banyak,1
7764,soapersbrobroqorei bully sih kalian bully bang ericko bang ericko baik ramah,1
7765,soapersssak suka jangan nonton wkwkw always support chanel ericko,1
7766,soappers sejati h lebih baik diemin ntr lelah sendiri sadab,1
7767,sorry turut pribadi jujur memang konten erickolim faedah manfaat wkw kalau difikir fikir ericko buat konten tujuh cari uang cari uang turut halal kalau islam rampok korupsi laku kriminal rugi orang buat konten faedah hak erickolim senang tujuh hibur jelas sepenuh erickolim punya hak tiap konten erickolim kandung unsur sara baru kalian caci membully ericko kali subscriber ericko kalian punya pikir harus kalian tau mana baik laku laku kalian punya hak tonton semua apa ada diyoutube kalian suka silah tonton kalian perlu tonton kalian tidak hak caci maki orang sebut tidak rugi kalian sama,1
7768,ssiipp suka kata lhu rick tau lhu org suka toxic banyak yg ngikutin cara gaya lhu luar duga,1
7769,stay gemar cinta kenang kamarmandi,1
7770,biasa gituin nah terus kamu malah balik bacot heaters sukak heran sama elu rbukti konten yutub kamu banyak yg like drpd dislike,1
7771,suka,1
7772,suka konten bang eriko lim konten sangat hibur aku,1
7773,suka bang,1
7774,suka banget,1
7775,suka ericko lim,1
7776,suka kocak bang ericko lim mana suara,1
7777,suka suka more konten gin suke ngeliat comment benci benci wkkwkw,1
7778,suka tonton gasuka gausah nonton simple anggwengggg,1
7779,suka usah nonton bos gampang,1
7780,sukak we konten gin,1
7781,sukses banggw suka vidokamub baju gemar bang ken belimpe skrng gitu baee tamnah kaya kontol,1
7782,sukses buat youtube bang,1
7783,sukses terus bang erickolim,1
7784,sukses terus ericko limm banyak subscriber,1
7785,sumpah aku suka sama videokamu yg bang,1
7786,susah kalau suka nton kalau tidak usah apa susah sihh,1
7787,sw toxic toxic erico lim unsur baik anjing,1
7788,aku senang videokamuyg jijik,1
7789,telat detiks sejati aaaaaaaaa hidup sabunnn,1
7790,temen aku suka chanel kamu toxic semua thx chanel didik,1
7791,temen aku yg toxic kamu ric banyak yg suka temenan sama sangat hibur,1
7792,temen aku suka chanelkamupada toxic semua thx chanel didik,1
7793,tenang bang walaupun kamu banyak benci aku suka sama karya kamu benci yg iri sama kamu bang,1
7794,terima kasih banyak yg subscribe channel,1
7795,terima kasih lim luh hibur warga indonesia,1
7796,terimakasih kembali intro baik seluruh jagad raya,1
7797,terkadang hidup sedikit gila bang semangatt bangg eriko no smile,1
7798,ters ma gitu bang eric maklumin aj padahal sendiri aj sempurna buat haterss jangan suka ngebully org sembarang kalau diri kamu aj urus kalau urus plngn org tua yg ngurusin,1
7799,tertawa ajg wkwk banyak benci yak gpp erick tetep buat konten kamu suka suka subscribe kamu salah satu erick,1
7800,tertawa bgsters aku cuma suka konten toxic ginian,1
7801,terus aj bekarya bang jangan openin benci masik banyak yng sukak sam videovideokamu,1
7802,terus aj bekarya bang jangan openin benci masik banyak yng sukak sam videovideolu,1
7803,terus rick lanjutin karya kamu abai omong benci blum baik blum bisa kaya kamu sekarang benci make you famous and rich have fun hahhaha,1
7804,terusin bang suka sah nonton gampang suka ikut komentar uang bang eric nambah lah,1
7805,terusin konten begini bang aku suka kamu apa,1
7806,teruskannn bangg abai benci,1
7807,tetap semangat bang suka hahhaha,1
7808,tetep pendiriankamuaja tod suka gayakamutapi benar sih tapi,1
7809,perlu dengar apa kata benci bang yg penting karya selalu erti sama kontenkamuyg faedah ada baik buat hibur kala bosan sukses terus erickontorulim langgeng sama ody jangan ganti cewe terus,1
