stemmed,sentiment,labeling,filtered,cekTF-IDF
dukung bang cenel youtube yarin kta benci dengerin bang patah semangat bkin conten youtube suka cenel youtube bang orng lucu boyot gitu wkwk inti semangat bang erick lim,1,tidak kasar,,tidak ada
dukung gitu bang gaya luh gitu omong luh bang suka gaya luh suka gaya omong luh manfaat wawas,1,tidak kasar,,tidak ada
dukung erick suka konten konten erick,1,tidak kasar,,tidak ada
benci,1,tidak kasar,,tidak ada
suka erikolim orang munafik ky mr o,1,kasar,munafik,ada
suka yg yg youtuber gaming,1,tidak kasar,,tidak ada
lumayan suka bang ericko agama sebenernya bang ericko orang tampil layar gitu,1,tidak kasar,,tidak ada
mah liat aj suka suka liat aj suka ush comennt langsung liat aj serah channel ngapain emang situ gedein chanellnya liat proses bro hasil fuck the benci,1,tidak kasar,,tidak ada
mah suka chenel lucu,1,tidak kasar,,tidak ada
muslim suka erick,1,tidak kasar,,tidak ada
suka kaya gin,1,tidak kasar,,tidak ada
kapten bilang sayap malaikat pergi hidup moga kapten bahagia hidup i love capt,1,tidak kasar,,tidak ada
gemar rick santai yg suka ush nonton ajg,1,tidak kasar,,tidak ada
suka banget konyol gitu,1,tidak kasar,,tidak ada
suka banget ni channel kreator kreatif hattets emg bego channel keren,1,kasar,bego,ada
suka bingung bang orang maksa content didik tv udah heran orang kayak kayak youtube yg didik kayak,1,tidak kasar,,tidak ada
suka channel bang hilang stress doank kerna channel hibur iya udah channel benci doank jdi sabar bang by the way keep it up bang erick,1,tidak kasar,,tidak ada
suka ericko lim lucu,1,tidak kasar,,tidak ada
suka gaya absurb parah being normal is so bored,1,tidak kasar,,tidak ada
suka gaya bang erti gitu cuman ngehibur doang,1,tidak kasar,,tidak ada
suka gaya rick,1,tidak kasar,,tidak ada
suka gayalo baby awto subscribe,1,tidak kasar,,tidak ada
suka gayalu mntaplah,1,tidak kasar,,tidak ada
suka intro doang jam nonton full,1,tidak kasar,,tidak ada
suka nonton,1,tidak kasar,,tidak ada
suka suka nanggepin benci,1,tidak kasar,,tidak ada
suka bang toxic suka aneh emang hak tau orang asik bang,1,kasar,aneh,ada
suka,1,tidak kasar,,tidak ada
suka toxic bang,1,tidak kasar,,tidak ada
suka maera emng gin dengar kopex bet orang,1,tidak kasar,,tidak ada
suka kau,1,tidak kasar,,tidak ada
suka konten,1,tidak kasar,,tidak ada
suka ni channel konten gni,1,tidak kasar,,tidak ada
suka sam si erick tertawa anjir,1,kasar,anjir,ada
suka konten bang hibur semangat konten bang,1,tidak kasar,,tidak ada
suka ngemis like,1,tidak kasar,,tidak ada
suka susu,1,tidak kasar,,tidak ada
suka toxic korick,1,tidak kasar,,tidak ada
suka bedah,1,tidak kasar,,tidak ada
sukaa gayakamujadi rick ngikutin omong orang stay gemar,1,tidak kasar,,tidak ada
sukaaa konten luuuuu hibur toxic laku yg unfaeda hibur bangt tampil beda negeri yg konten unfaeda orng indo yg beda hahaha but i like that,1,tidak kasar,,tidak ada
sukak bang,1,tidak kasar,,tidak ada
suport bang keren tampan kece parah semangat bang,1,tidak kasar,,tidak ada
tertawa nonton ericko lim toxic mantap dah erick,1,tidak kasar,,tidak ada
andai abang erick serasa surga hidup,1,tidak kasar,,tidak ada
ane gx suka bg eriko ane suka karakteristik bg eriko lim semangat bg eriko lim moga video ane ketawa lucu kwkwkwk,1,tidak kasar,,tidak ada
ane suka gaya bang,1,tidak kasar,,tidak ada
anjay ericko lim no limit pros keren coba erick,1,tidak kasar,,tidak ada
anjay nonton k selsai udah k hebatkamurick,1,tidak kasar,,tidak ada
yg ngulang intronyaang vidiokamubikin hibur gitu nga kayak yg bosenin doang mantap bang konten yg ngakak bang,1,tidak kasar,,tidak ada
karya rugi rugi lelah sndiri hujat orang telaah yg yg ericko karya real munafik main setting an,1,kasar,munafik,ada
yg kau laku ane percayakamuorg bro,1,tidak kasar,,tidak ada
apasih yg pikir heaters rick sok bijak banget orang hak konten youtube youtube ngelarang youtubers hibur suka tonton ericko konten bokep ngewek hujat ataukamusamperin teruskamubakar hidup hidup mah serah,1,kasar,bokep,ada
arab hapus chenel masuk eriko hapus chenel auto miskin,1,kasar,miskin,ada
tau youtuber temennya erick bilang erick asli,1,tidak kasar,,tidak ada
asli tertawa sndiri yh nonton gampang suka komentar uang bang eric nambah,1,tidak kasar,,tidak ada
asli orang konten doang,1,tidak kasar,,tidak ada
auto subscribe chenel masuk eriko hapus chenel auto miskin,1,kasar,miskin,ada
ayo antem suka teman otak dipake chanel ngapain ribet urus hidup udah ngerasa urus keluarga tetangga urus hidup org suka tonton ngapain komentar kaya gitu komentar bangga bijak wow bangga ama bangga banget udah tua goblok piara kambing piara biar gemuk nonton sinetron ginikan bego bawa,1,kasar,goblok bego,ada
azab orang suka ngatain orang sampah guys,1,kasar,sampah,ada
azam kazama ndk suka komentar bca mati jak sna,1,tidak kasar,,tidak ada
keren,1,tidak kasar,,tidak ada
channelkamukeren,1,tidak kasar,,tidak ada
orang uang juta juta juta miliar rupiah yg sungguh kaget juta orang bayang uang juta rupiah belanja mr money jalan arah mata angin jalan cari yg untung uang juta rupiah uang kaget,1,tidak kasar,,tidak ada
bagus bang gemar,1,tidak kasar,,tidak ada
bagus iklan drpd video,1,tidak kasar,,tidak ada
bagus ka sorry sampe hina qorygore youtuber keren,1,kasar,hina,ada
bagus video erick,1,tidak kasar,,tidak ada
bagus rick content macem,1,tidak kasar,,tidak ada
bagus rick jalan setan,1,kasar,setan,ada
bagus erick tuju,1,tidak kasar,,tidak ada
bagus iklan drpd video,1,tidak kasar,,tidak ada
,1,tidak kasar,,tidak ada
erickolimsalam balriber fans bang,1,tidak kasar,,tidak ada
,1,tidak kasar,,tidak ada
bang kangen ama toxic suka video surup lift wkwkwkwkk,1,tidak kasar,,tidak ada
bang subscriber kau mantap,1,tidak kasar,,tidak ada
bang suka video mu omong kasar y,1,tidak kasar,,tidak ada
bang support elu bg elu youtuber yg keren dunia support elu,1,tidak kasar,,tidak ada
bang subscribekamuterus paskamuudah kaya unsubscribe chenelkamukeren nga nton videokamusoalnya kontenkamumenghibur faedah benci nama benci jago ngomong cuman dunia maya doang asli mental tempe,1,tidak kasar,,tidak ada
bang hidup kadang sangad tiydac adil kampang uang otak kelebihann ohyeeeahhhh versi si itil victoria yh bang,1,kasar,kampang,ada
bang lagu bang seru bang keren bagus young lex bang plis,1,tidak kasar,,tidak ada
bang tutorial kulit putih cancer pakai bahan bahan gratis keju batu bata,1,tidak kasar,,tidak ada
bang erick buatin lagu bang sumpah lagu bagus utama yg judul please gwa sngat suka bang,1,tidak kasar,,tidak ada
bang ericko suka ama bang ericko,1,tidak kasar,,tidak ada
bang ericko bully sih bully bang ericko bang ericko ramah,1,tidak kasar,,tidak ada
bang ericko semangat pentingkamumasih bang,1,tidak kasar,,tidak ada
bang eriko kamera lanjutin bang benci uang ngebacot sukses kayakamubang ktasi lahhh lim tau videokamumendidik parah bangsata,1,tidak kasar,,tidak ada
bang heterskamubang like video videokamugua,1,tidak kasar,,tidak ada
bang nonton videokamudari paskamungomong suruh subscribe langsung subscribe keren bang rick,1,tidak kasar,,tidak ada
bang suka youtubekamubang vidiokamubikin hibur gitu nga kayak yg bosenin doang mantap bang konten yg ngakak bang,1,tidak kasar,,tidak ada
bang gemar bal please konten bagus njir mainin pb game yg coba bang fortnite apakek viewers subscribe nambah,1,tidak kasar,,tidak ada
bang suka gaya luh konten luh tertawa nntn videokamucribe youtube noob queen,1,kasar,noob,ada
bang suka samakamutapu si tompel suka,1,tidak kasar,,tidak ada
bang kangen ama toxickamudan suka video waktukamukesurupan lift wkwkwkwkk,1,tidak kasar,,tidak ada
bang suka ama cewek lu,1,tidak kasar,,tidak ada
bang suka kontenkamusemangat,1,tidak kasar,,tidak ada
bang tau kenapakamusuka deadpool deadpool birah abang,1,tidak kasar,,tidak ada
bang benci tutut irang suka karya orang bang guaa,1,tidak kasar,,tidak ada
bang intro bang bagus,1,tidak kasar,,tidak ada
bang thumbnailnya bagusin,1,tidak kasar,,tidak ada
bang tampan tampan u suka toxic kwkwkwkwk toxic bang,1,tidak kasar,,tidak ada
bang mentang lagu keren bang tu liat reza oktovian hapus channel gara gara lagu bang,1,tidak kasar,,tidak ada
bang musik yg keren,1,tidak kasar,,tidak ada
bang sehat,1,tidak kasar,,tidak ada
bangkamujgn masukin hati benci w subkamudr rb w suka amakamungehibur senang thanks bang dh ngehibur d,1,tidak kasar,,tidak ada
bangkamukeren banget moga youtube rewind jalan lancar hasil suka samasemua kalang,1,tidak kasar,,tidak ada
bang mah,1,tidak kasar,,tidak ada
bang motivasi motivasikamuselalu gera,1,tidak kasar,,tidak ada
bang please intro kadang hidup adil bang sumpah dah lucu banget suka,1,tidak kasar,,tidak ada
bang potong rambut dongga teroris krna ngarah kesna contoh kyak kemarin supportkamusukses yt rewind,1,tidak kasar,,tidak ada
bang santai sellow pakai z benci abai yg hidup abang bahagia fans no bang i live u ericko lim,1,tidak kasar,,tidak ada
bang saran makan tema chanel yg faedah manfaat biar orang lihat orang contoh bang atta jes no limit ria ricis raditya dika,1,tidak kasar,,tidak ada
bang karya dengar omong benci moga sukses bangrang kamera seger,1,tidak kasar,,tidak ada
mu ericko klau ngak suka nonton wkwkw always support chanel ericko,1,tidak kasar,,tidak ada
manusia akal sehat yg nonton anak bahaya mas paham yg ama yg era globalisasi anak sd uda pd hp awas liat video jembud asem manis mamah,1,kasar,jembud,ada
like biar senang,1,tidak kasar,,tidak ada
laku konyol bertingka bagus anggap org gila percaya bro hibur kalianarab hadap,1,kasar,gila,ada
terima kasih benci adsense lu,1,tidak kasar,,tidak ada
untung ericko lim daylenpros michel show youtube rewand yg bikintd,1,tidak kasar,,tidak ada
bg erick sebenernya orang orang hibur video,1,tidak kasar,,tidak ada
bg erik videomantap jiwa part bg,1,tidak kasar,,tidak ada
bg suka gula no micin tonton setia bg eric,1,tidak kasar,,tidak ada
biar benci hilang coba arap collab arap benci hilang benci fans arap,1,tidak kasar,,tidak ada
biarin orang orang bang karya thanks udah ngehibur orang orang pinter tau canda,1,tidak kasar,,tidak ada
biarpun manfaat neng nontonin video ericko lim pas toxic suka banget hhhhh,1,tidak kasar,,tidak ada
konten baca komentar positif yg video lu,1,tidak kasar,,tidak ada
konten kaya gin rick suka,1,tidak kasar,,tidak ada
bilang komennya hate smua emg yg suka komentar,1,tidak kasar,,tidak ada
blaker gaming knp ngegas ff pubg donkk kentang bahaya mas paham yg ama yg era globalisasi anak sd uda pd hp awas liat video jembud asem manis mamah,1,kasar,jembud,ada
bnyk yg blg yg salah emang gitu sifat dasar manusia cari salah orang peduli,1,tidak kasar,,tidak ada
brati si erico lim temu juta heaters situ sehat,1,tidak kasar,,tidak ada
brrti akal sehat,1,tidak kasar,,tidak ada
by the way suka gayakamuerick abai jh ngehinakamuga,1,tidak kasar,,tidak ada
abg yg si raja toxic pngen nnya ank umur jg ngikutin tingkah laku abg kekmana abg soaper yg pnya akal sehat filter tlg,1,tidak kasar,,tidak ada
giveaway bg biar berkah youtubenya bg trip jalan indonesia bg biar orng tau abng orngnya,1,tidak kasar,,tidak ada
benci kalok ngak suka ngak tonton bukti happy happy ja liat bang erick,1,tidak kasar,,tidak ada
heathers suka tonton laporin video report komentar kasar buang buang energi ing main emel sampe stress akmj,1,tidak kasar,,tidak ada
heathers youtube ekspresi gaya suka tonton buang otak penasaran otak kamuflase sok bijak kaya konten enak harga suka tonton,1,tidak kasar,,tidak ada
maksain channel didik channel didik lai mata najwa national geographic ajar politik liat mata najwa ajar ttg alam national geohraphic liat channel erikolim pas mo berak biar lancar so ambil positif gaes gaperlu hate orang maksain channel didik emang ni platform nenekkamungentot,1,kasar,berak,ada
konten hidup atur netizen coba,1,tidak kasar,,tidak ada
konten youtube atur yg,1,tidak kasar,,tidak ada
org yg g suka sma bang erick dengar,1,tidak kasar,,tidak ada
hatersnya eriko coba deh liat flity frank parah eriko sukses,1,tidak kasar,,tidak ada
videoyg bagus bang erick,1,tidak kasar,,tidak ada
suka suka pikir adek yg nonton channelkamujuga niru gaya ngomongkamuyang sampah masyarakat,1,kasar,sampah,ada
chancel best suka banget,1,tidak kasar,,tidak ada
chanel yg komentar,1,tidak kasar,,tidak ada
chanel hibur chanel didik suka tonton suka tonton mudah bacot,1,kasar,bacot,ada
chanel mantap mon gokil,1,tidak kasar,,tidak ada
chanel dunia,1,tidak kasar,,tidak ada
chanel yg cinta inspirasi orang stres,1,tidak kasar,,tidak ada
chanel youtube yg suka,1,tidak kasar,,tidak ada
channel favorit k subscribe sampe juta k mantap channel didik kawan slalu stay lu,1,tidak kasar,,tidak ada
channel film keren wtf usaha milikkamungapain ngambil rezeki orang,1,tidak kasar,,tidak ada
channel erick suka subscribe smenjak subcriber k,1,tidak kasar,,tidak ada
channel bng bagus hilangin stress,1,tidak kasar,,tidak ada
channel gila aneh lucu ngawur i kopex bet orang,1,kasar,gila aneh,ada
chenel bagus hina,1,kasar,hina,ada
chenel ken hilang tres mantap bang erickolim karya,1,tidak kasar,,tidak ada
chenel dunia gin hibur,1,tidak kasar,,tidak ada
chennel sampah hapus chennel,1,kasar,sampah,ada
chisevloo yt mantap,1,tidak kasar,,tidak ada
cinta benci mu,1,tidak kasar,,tidak ada
cinta hatersmu,1,tidak kasar,,tidak ada
cinta yakult mu minum usus,1,tidak kasar,,tidak ada
cinta benci mu,1,tidak kasar,,tidak ada
cinta benci mu ambil adsens tiapp onya,1,tidak kasar,,tidak ada
cinta benci mu minum cangkul,1,tidak kasar,,tidak ada
cinta benci mu panas panasin,1,tidak kasar,,tidak ada
cinta hatersmu duit bank banya,1,tidak kasar,,tidak ada
cinta usus mu minum benci,1,tidak kasar,,tidak ada
cinta usus,1,tidak kasar,,tidak ada
cinta yakultmu minum usus,1,tidak kasar,,tidak ada
ciyeeee benci awas lho ubah cinta ericko lim lho,1,tidak kasar,,tidak ada
comment,1,tidak kasar,,tidak ada
comment hatter,1,tidak kasar,,tidak ada
dah triggered wkwkwk tetep suka gayakamubg asik banget,1,tidak kasar,,tidak ada
detik benci muncul bully bang eric baca komentar upload youtbe bang eric tertawa benci yg yg ericko karya real munafik main setting an,1,kasar,munafik,ada
dasar goblok ngebully like video subscribe sumpah tlol kali tlol tlol kali udan rambutny pirang in lg donk jd lbh bagus,1,kasar,goblok,ada
dasar kucing erick alat kelamin lelaki hewan kak yg suka mengonggong dasar piggy,1,tidak kasar,,tidak ada
kontenkamuhidup warna,1,tidak kasar,,tidak ada
channel toxic is wonderfull suka mah channel familyfriendly,1,tidak kasar,,tidak ada
komentar komentar bagus bingung,1,tidak kasar,,tidak ada
video dpt simpul orang sikap waras bahagia sikap waras,1,tidak kasar,,tidak ada
doi anak full logic nyusahin orang karakter identitas maju bang erico lim hibur kerja lupa beban kerja sukses,1,tidak kasar,,tidak ada
don t give upa ngatainkamujadinya cringekamugak berhasilkamucuma maluin,1,tidak kasar,,tidak ada
donk puas,1,tidak kasar,,tidak ada
tai jilat pantat cinta,1,kasar,tai pantat,ada
ngehate auto,1,tidak kasar,,tidak ada
e suka banget konten didik,1,tidak kasar,,tidak ada
edit video ne bagus anak esdeh ngedit tiktok,1,tidak kasar,,tidak ada
emang benci,1,tidak kasar,,tidak ada
emang dah puyeng heter situ komentar erik gila youtube doang kali real life alias normal kankamubelum tau hidup layar oon,1,kasar,gila,ada
emgkamubaik bg r kaya,1,tidak kasar,,tidak ada
emng chenel mutu suka hibur,1,tidak kasar,,tidak ada
tau kau bang sabar hadap cheater pb bain younglex awkarin bang haha,1,tidak kasar,,tidak ada
suka ama channel hilang stress tertawa,1,tidak kasar,,tidak ada
eric doang yg hebat mh komenan benci in kontenn trusss dpett uanggg bnyakkk mantapp riccc,1,tidak kasar,,tidak ada
eric suka samakamulu ketawa,1,tidak kasar,,tidak ada
erick asli,1,tidak kasar,,tidak ada
erick,1,tidak kasar,,tidak ada
ericko lim emg salah video porno gitu lagu ngeres benci ericko lim org yg ngeres yg kesel ericko lim ericko lim usak generasi buah buah minum normal ngeres contoh pisang susu pisang susu la cemilan normal gara gara ericko lim ubah dunia org ngeres benci ericko lim org yg kgk ngeres ngomong kotor ericko lim sifat ngeres ericko lim sesal ngelahirin ericko lim ericko lim masuk agama kristen tobat dasar generasi ericko lim tobat lambat,1,kasar,porno,ada
erickokamubagus,1,tidak kasar,,tidak ada
erickolim suka toxic lucu njing good ketawa orang cuy ngengeh,1,tidak kasar,,tidak ada
erickolim coba u gabungin komentar benci u cover lagu adsense uit salut ama tau yg nama agama yg nama canda pikir agama liat ngomongnya serius yg suka muka kaya uju palkon asw ea never give up erick god bless,1,tidak kasar,,tidak ada
erickolim emang chanel chanel sampah didik toxic emang jati subsribe like chanel berat cinta sampaaaahhhhhhh,1,kasar,sampah,ada
ericoklim sabar bang supportkamutrs yg keren,1,tidak kasar,,tidak ada
erik pb jesus bless u a nuntut selesai hidup suka suka tinggal gantung hibur channel ambil lucu heheh,1,tidak kasar,,tidak ada
eriko lim baca y suka mu y ya serah kmu toxic toxic wk beda agama y dukungkamukok yg ku semangat buatkamueriko lim semuga yg kau ingginkan wujud okeh maaf k makasih hhhhhhh,1,tidak kasar,,tidak ada
eriko lim orang pinter asu duitin wkkwkwkwk ampe yg duit salut ama tau yg nama agama yg nama canda pikir agama liat ngomongnya serius yg suka muka kaya uju palkon asw ea never give up erick god bless,1,tidak kasar,,tidak ada
eriko lim yg,1,tidak kasar,,tidak ada
fcking benci just do what you like to do rick let benci be money jujur suka konten yg faedah thats fucking entertain me for real,1,tidak kasar,,tidak ada
papa buly suka,1,tidak kasar,,tidak ada
suka tinggal nonton,1,tidak kasar,,tidak ada
gans parah ol bagus,1,tidak kasar,,tidak ada
tampan bangggg k benci yak gpp erick tetep konten suka suka subscribe salah erick,1,tidak kasar,,tidak ada
gantung orang klok si suka lucu,1,tidak kasar,,tidak ada
gapapa bang hak laku suka p ama ngerasain yg ketawa sadar,1,tidak kasar,,tidak ada
gapapa ric benci uanglo biarin tu benci ngomel sampe mbusa tumulut yg pentingkamusuksesu keren keren,1,tidak kasar,,tidak ada
gasuka gausah nntn g wkwkwk,1,tidak kasar,,tidak ada
gasuka gausah nonton,1,tidak kasar,,tidak ada
gasuka gausah nonton wkwk simple,1,tidak kasar,,tidak ada
gasuka tonton haha emang bang benci fans yg tunda,1,tidak kasar,,tidak ada
gateng pers jateng toxic and unfaedah content ketawa lucu gokil unik and kadang garing suka gaya toxic bang erick abai benci sampah yg bully and ngehina support erickolim ampe juta subscribers brohhh,1,kasar,sampah,ada
gausah dengar bg liat komentar yg gasuka amkamuaja jijik bangets,1,tidak kasar,,tidak ada
gila emang yg koment negatip gasuka koment dosa konten hibur pikir dlu boy,1,kasar,gila dosa,ada
gin suka toxickamukembali,1,tidak kasar,,tidak ada
give aplaus for benci broo bro wkwkwkwk mantap rick,1,tidak kasar,,tidak ada
gpp bang manusia tau contoh nya contoh hibur taukamuitu orang pintar orang hidup kamera kamera,1,tidak kasar,,tidak ada
bilangin bang benci numpang tenar orang gitu karya coba liat channel video lowbudget kamera nokia orang kaya gitu anggap salam,1,tidak kasar,,tidak ada
cinta ericko lim,1,tidak kasar,,tidak ada
suka nonton vidiokamutapi suscribe wkwk,1,tidak kasar,,tidak ada
doainkamusukses bang,1,tidak kasar,,tidak ada
suka semenjak ngehina youtuber laen orang pikir x unsubs,1,tidak kasar,,tidak ada
peduli bang komenankamubang jujur tetep suka samakamuvang jujur suka suka hidup yg bahagia bang,1,tidak kasar,,tidak ada
heran yg bilang suka tonton suka tonton,1,tidak kasar,,tidak ada
kerennn bggg hhhhh,1,tidak kasar,,tidak ada
benci subcriber adsense bosss,1,tidak kasar,,tidak ada
suka chanel chanel yg sumpah yg unfaedah suka yg unfaedah,1,tidak kasar,,tidak ada
suka ericko lim jomblo,1,tidak kasar,,tidak ada
sebenernya suka bang toxic,1,tidak kasar,,tidak ada
si suka bang anggap teman hina anjing fakta muka gitu bngst,1,kasar,hina anjing,ada
gemar hidupp saabuuunnn,1,tidak kasar,,tidak ada
subscribe ngrsa hibur suka subscribe baek ambil jlk abai jls nnton suka chnl suka boro subscribe d tonton kagak,1,tidak kasar,,tidak ada
