,stemmed,sentiment,labeling
6225,tetep semangat rick keep charming stay focus and still going at this channel,1,tidak kasar
6226,tetep semangat bang,1,tidak kasar
6227,tetep semangat bang hahaha njir dah tertawa ntn yelah deh benci channel youtube video yg didik juta subscribers,1,tidak kasar
6228,tetep semangat ngonten bang,1,tidak kasar
6229,tetep semangat panutanq,1,tidak kasar
6230,tetep semangat rick yg ytber,1,tidak kasar
6231,tetep gemar semangat konten hibur banghmm bau vagina,-1,tidak kasar
6232,tetepp berkaryaa bangg,1,tidak kasar
6233,tetet eret tetet tereteretetett bow bow,1,tidak kasar
6234,tetew,1,tidak kasar
6235,thalasya manusia,1,tidak kasar
6236,thalsya,1,tidak kasar
6237,thanks you yakult,1,tidak kasar
6238,that s why i subscribe you rick,1,tidak kasar
6239,the bast franco indo,1,tidak kasar
6240,the best bangg,1,tidak kasar
6241,the best bosqu nontonin videokamugua ketawa tertawa,1,tidak kasar
6242,the best ericko lim,1,tidak kasar
6243,the best intro,1,tidak kasar
6244,the best intro ericko lim,1,tidak kasar
6245,the best intro in the world,1,tidak kasar
6246,the best intro legend,1,tidak kasar
6247,the best intro legend favorit,1,tidak kasar
6248,the best introoo is kambek broooo,1,tidak kasar
6249,the best bang,1,tidak kasar
6250,the best ngtd,1,tidak kasar
6251,the best part ever,1,tidak kasar
6252,the besta renti toxic ngomong kotor,1,tidak kasar
6253,the bestttttt introoooooo,1,tidak kasar
6254,the fucking best lahh erick hahha tau haters nonton hahaha,1,tidak kasar
6255,the next king youtube,1,tidak kasar
6256,the next yanglex dah tu,1,tidak kasar
6257,the old intro is back,1,tidak kasar
6258,the one and only,1,tidak kasar
6259,the realsoapking,1,tidak kasar
6260,there is a button called restricted mode,1,tidak kasar
6261,this filthyfrank,1,tidak kasar
6262,this guy is lit broo,1,tidak kasar
6263,this is ma boy ericko lim,1,tidak kasar
6264,this is the real king not aahhhha,1,tidak kasar
6265,this is why i love soapking,1,tidak kasar
6266,thomas and friends,1,tidak kasar
6267,thumbnail benci jahat benci konto,1,tidak kasar
6268,thumbnail qory gore ajg,1,tidak kasar
6269,comment buang ngapain ngurusin faedah tonton like gitu doang,1,tidak kasar
6270,kreasi dunia youtube nggk sombong,1,tidak kasar
6271,tol komentar hibur bang pikir positif aj anak umur nonton video mu bang,1,tidak kasar
6272,suka benci tetep tonton goblok hatersnya,1,kasar
6273,tierison,1,tidak kasar
6274,ratus parental advisory,1,tidak kasar
6275,tigreal,1,tidak kasar
6276,tinggal bilang,1,tidak kasar
6277,titis dajjal,1,tidak kasar
6278,tnks haters berkatkamugw dpt konten dapet duit deh,1,tidak kasar
6279,tobat laku mu udah batas nonton orang dewasa anak nonto ente hapus videobahaya ituhara,1,tidak kasar
6280,tobat umat manusia,1,tidak kasar
6281,tobatkamurick,1,tidak kasar
6282,tobat suh udah pacar,1,tidak kasar
6283,tocil,1,tidak kasar
6284,tod,1,tidak kasar
6285,bahas bang jess no limit pedofil cewe yg embat ama please kontol,-1,kasar
6286,music bang lagu elo didik,-1,tidak kasar
6287,bang main pubg liatin kejantanankamubangkerensavage ric too lim,-1,tidak kasar
6288,eriko konten serah bahasa jorok contoh nyebut kelamin anak nonton nama anak sd dibilangin susah,-1,tidak kasar
6289,laporin video lapor,-1,tidak kasar
6290,ngomong jorok kirangin om wqwqwq,-1,tidak kasar
6291,rick ingetin bua subscribe lu,-1,tidak kasar
6292,suporter channel subscribe bro,-1,tidak kasar
6293,tonton ericko lim tonton qorygore ngedrift ngelilingin youtubers,1,tidak kasar
6294,tonton keluarga harap berat,1,tidak kasar
6295,tonton rick,1,tidak kasar
6296,tonton video erick biar dosa jariyah,-1,kasar
6297,tonton komentar youtube logic,1,tidak kasar
6298,too much earrape ea kontol,1,kasar
6299,toooooloooool,1,tidak kasar
6300,top,1,tidak kasar
6301,top komentar besok mati,1,tidak kasar
6302,toxic ajg,1,tidak kasar
6303,toxic si bang,1,tidak kasar
6304,toxic for lyfe ericko panutanq,1,tidak kasar
6305,toxic is back kmren udah bilang toxickamubangkeep toxic,1,tidak kasar
6306,toxic lucu bang neng guaaa ajgggg,1,tidak kasar
6307,toxic mutiara,1,tidak kasar
6308,toxic lg bang wkwk,1,tidak kasar
6309,toxic life,1,tidak kasar
6310,toxic never diesl tawa mulu banyakin toxic bang wkwkwkkwkwk,1,tidak kasar
6311,toxic parah orangakupenasaran asa ortu mu taukamusenang bicara kasar,1,tidak kasar
6312,toxic ros mank,1,tidak kasar
6313,toxic tau serius n becanda mantep tod,-1,tidak kasar
6314,toxic cokk,1,tidak kasar
6315,toxic tetep subscribe,1,tidak kasar
6316,toxic tingkat dewa,1,tidak kasar
6317,toxixnya rangin co,1,tidak kasar
6318,trigered,1,tidak kasar
6319,trigerrnah jelek rena yg ngebullykamuitu ciri khaskamuklwkamuberubahkamubukan ericko p,1,tidak kasar
6320,trigger,1,tidak kasar
6321,tripaloski pas pas tripaloski,1,tidak kasar
6322,karya yutuber bngst lu,1,tidak kasar
6323,true story nak,1,tidak kasar
6324,karya,1,tidak kasar
6325,karya bang lim filthyrick,1,tidak kasar
6326,karya knttl kuda mnurutlo bner,1,tidak kasar
6327,truss berkaryaaa eriko lim,1,tidak kasar
6328,truss upload bang channel yg hibur,1,tidak kasar
6329,tt,1,tidak kasar
6330,ttp semangat bg,1,tidak kasar
6331,tuhankamuonline,1,tidak kasar
6332,tujuh,1,tidak kasar
6333,tujuh ajah hibur,1,tidak kasar
6334,tujuh emang channel haterz fans lbih bnyk yg like ooo bye haterz,1,tidak kasar
6335,tujuh benci orang yg bang erik kolim,1,tidak kasar
6336,tujuh juta giveway bang,1,tidak kasar
6337,tujuh kakak tampan,1,tidak kasar
6338,tujuh gtg ajg i new fans u and i suport u good job,1,tidak kasar
6339,tujuh part like,1,tidak kasar
6340,tul,1,tidak kasar
6341,tulis sambung wkkwkwkwkwk,1,tidak kasar
6342,tumben video ad iklan upload,-1,kasar
6343,tumben pake intro kiamat bang,-1,kasar
6344,tumben kgk pacarkamubang,-1,kasar
6345,tumbenkamupinter erickolim,-1,tidak kasar
6346,tumben upload,-1,kasar
6347,tumben upload videotengah malam gin x jam biar vie x wkwkkw,-1,kasar
6348,tunggu partnya,-1,kasar
6349,tunggu part bg ericko lim semangat bang,-1,kasar
6350,turunin gp anjing,1,kasar
6351,yg kenal benci benci fans lol,1,tidak kasar
6352,tusuk,1,tidak kasar
6353,tutorial sangad ber faedah,1,tidak kasar
6354,two,1,tidak kasar
6355,ty bangkamujadi update,1,tidak kasar
6356,type anji g it s too damn highhhhh,1,tidak kasar
6357,typo atur toket,1,tidak kasar
6358,u,1,tidak kasar
6359,u the best bang,1,tidak kasar
6360,uang video family friendly palalu family friendly dasar uang haramh masyarakat karya bang gemar dukungkamubang tenang,1,tidak kasar
6361,uanglu berkah,1,tidak kasar
6362,udah bang si nikmatin yg komentar udah sarap komentar kayak gitu si,1,kasar
6363,udah bang berkaryaa eriko no limit pros tetetete dum tss dum tss wkwkwkwk,1,tidak kasar
6364,udah ae,1,tidak kasar
6365,udah botak palak baawah,1,tidak kasar
6366,udah ciri khas erick,1,tidak kasar
6367,udah endorse kapten hoki nusa alan suryajana,1,tidak kasar
6368,udah gapapa biar ericko kaya su bro,1,tidak kasar
6369,udah ggk usaahh uruss,1,tidak kasar
6370,udah gila wkwkw,-1,kasar
6371,udah gila kali hahahah,-1,kasar
6372,udah subscribe,1,tidak kasar
6373,udah anjengg yg adsense lancar,1,tidak kasar
6374,udah juta si erik asa kemarin kemarin k subscriber,1,tidak kasar
6375,udah kasih hidup ngurusin hidup orang eh hidup eaaaa emang hidup polling ig wakoskaoa,1,tidak kasar
6376,udah la anjing tertawa gu monyet kadl gencet la muka ky peler la anjing tertawa,-1,kasar
6377,udah video draw my life,1,tidak kasar
6378,udah liat intro gitu,1,tidak kasar
6379,udah makan jemput,1,tidak kasar
6380,udah njirr,1,tidak kasar
6381,udah pusing mikrin benci yuk colay bareng kuy hentai tinggal pilih loli,1,tidak kasar
6382,udah makan upil cok,1,tidak kasar
6383,udah rame ajg,1,tidak kasar
6384,udah subscribe icko,1,tidak kasar
6385,udahlah ng heater coba ngeheat paedahnya,1,tidak kasar
6386,tekstidaktersedia,1,tidak kasar
6387,bang ush ngurusin benci goblok yg karya,-1,kasar
6388,dieue pacarkamurik hehe,1,tidak kasar
6389,tebang njing bau vagina omong jorok yaa dosanyakamusendiri yg nanggung kontenkamuga nyinggung agama politik jing,-1,tidak kasar
6390,liat videokamuyg lucu sumpah ajakamuselama tertawa pars,1,tidak kasar
6391,mandikamubang kmaren kucel,-1,kasar
6392,pe a,1,tidak kasar
6393,uhh goblok foto profil gambar erpan goblok matisana,1,kasar
6394,uik uik uik,1,tidak kasar
6395,umat rapstonot triggered,1,tidak kasar
6396,un grt mang mank youtube istimewa wkkwkw,1,tidak kasar
6397,un like,1,tidak kasar
6398,un suscribe erik goblok,-1,kasar
6399,undang artis jav ytri ric,1,tidak kasar
6400,unsub faedah youtuber gede ml mah tahan konten ngebosenin nora,1,tidak kasar
6401,unsub udah wkwkwkwk,1,tidak kasar
6402,unsubs ya unsubs ya,1,tidak kasar
6403,unsubs unsubs,1,tidak kasar
6404,unsubscribe,1,tidak kasar
6405,unsubscribe channelnya,1,tidak kasar
6406,unsubscriber all,1,tidak kasar
6407,benci ericko emang gitu wajib channel youtube didik wajib muka orang tampan kgk ngomen koreksi,1,tidak kasar
6408,benci tonton video,1,tidak kasar
6409,untung kaum pantad tipis,1,tidak kasar
6410,untung lahir caesar,1,tidak kasar
6411,untung lahir jaman mecin kaya laku kaya bnr org diotisme omong ras sosial media org nonton goblok pelihara,-1,kasar
6412,untung fanskamurik kelampug geh erick tulang bawangkamugk ush autis kontol buru meet n greet lampung,-1,kasar
6413,untung pake headset,1,tidak kasar
6414,up,1,tidak kasar
6415,upkamulagi,1,tidak kasar
6416,up up,1,tidak kasar
6417,up up up,1,tidak kasar
6418,upgrade pantad cuy biar kebal bait,1,tidak kasar
6419,upill,1,tidak kasar
6420,upin ipin,1,tidak kasar
6421,upload pb bang anti toxic,1,tidak kasar
6422,upload,1,tidak kasar
6423,upload video musik bang please rainy days puter kentot,1,tidak kasar
6424,upload videongentodkamurick tuju like,1,tidak kasar
6425,upzxzzxxxxxxxzzz botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak,1,tidak kasar
6426,ur mom say u are the handsome man in the world so gapapalah anggap tampan,1,tidak kasar
6427,urus erick benci fans setia bang,1,tidak kasar
6428,dengerin orang bg orang iri tu emang semangat bg,1,tidak kasar
6429,dipeduliin bang,1,tidak kasar
6430,ngegas eric,1,tidak kasar
6431,peduli benci cma iri mngkin jg benci bayar channel belah anjingng ekwkw,1,tidak kasar
6432,peduliin benci bro,1,tidak kasar
6433,pikirin hatersnya bang yg video ampe kiamat,1,tidak kasar
6434,ush dipikirin omong hatersya yg nyakitin hati tu bang yg toxic ilihat chanelnya,1,tidak kasar
6435,uutramen,1,tidak kasar
6436,uuuull,1,tidak kasar
6437,uwes subscribe cokkk jancok kon main cat mario,1,tidak kasar
6438,uwuwuwuw bodoh ttp sayangkamuhehe,1,kasar
6439,uzumaki kontoru,1,tidak kasar
6440,tekstidaktersedia,1,tidak kasar
6441,benci,1,tidak kasar
6442,qwkoawkoawoawo,1,tidak kasar
6443,vangke tertawa,1,tidak kasar
6444,vapor mem k erickolim idola slalu teken volume takut jumscare ape yg gin wkwk channel ngapain emang situ gedein chanellnya liat proses bro hasil fuck the benci,1,tidak kasar
6445,vegana,1,tidak kasar
6446,verified bug,1,tidak kasar
6447,video motivasi komentar benci unsub lol,1,tidak kasar
6448,video asli sampe menit nonton menit yg channel dapet adsense gitu,1,tidak kasar
6449,video goblok,-1,kasar
6450,video erick tuhh semangat tau knp stress nonton video erick ketawa kaya org gila kwkwkwlkwkwkwkwkwkwkwqkwkwkwkwkwkwkwkwk,-1,kasar
6451,video gin bang asik,1,tidak kasar
6452,video ajar kalokamudibully orang dibully wkwk,1,tidak kasar
6453,video yg upload upload anjirr,1,tidak kasar
6454,video manfaat bro,1,tidak kasar
6455,video mnt iklan semesta ajg,1,tidak kasar
6456,video faedah ngasih tau erick video nggk patut cpntohkamusemua yg bego nyet,-1,kasar
6457,video yg tunggu erick kirik,-1,kasar
6458,videoabang lucu lucu bang ketawa,1,tidak kasar
6459,videomenit iklan,1,tidak kasar
6460,view,1,tidak kasar
6461,viewers,1,tidak kasar
6462,views likenya rban gudd,1,tidak kasar
6463,views komentar njirrr,1,tidak kasar
6464,vincent alex fans,1,tidak kasar
6465,vincent alex simak bos nga baca baca,1,tidak kasar
6466,viral video kocak satlantas aceh utara,1,tidak kasar
6467,vlog banyakin,1,tidak kasar
6468,volume kecilin bro yg,1,tidak kasar
6469,volume kecilin bro yg,1,tidak kasar
6470,vvadoo erico lim,1,tidak kasar
6471,vvadooh bang erick terbully,1,tidak kasar
6472,vvibu mah bebad,1,tidak kasar
6473,w dukung rick,1,tidak kasar
6474,w dukung erick,1,tidak kasar
6475,w orng kaya ngesub erick,1,tidak kasar
6476,w lom sapskrep bantu naikin vius,1,tidak kasar
6477,w ngikut unsubs ah,1,tidak kasar
6478,w nonton ngupil enak yg haqiqi,1,tidak kasar
6479,w sk pribadi coy wkwk,1,tidak kasar
6480,w gemar garis keras ea tod,1,tidak kasar
6481,w subskamudri dooloo wktu garena anjiinkk n vidiokamudri dooloo emng jlas mnghibur bangsat,-1,kasar
6482,wa gila nntn iklan menit g skip wkwkwkwkwk,-1,kasar
6483,wa nonton vid bareng ortu ntaps,1,tidak kasar
6484,wa siapp,1,tidak kasar
6485,waaaaaaaaaaaa,1,tidak kasar
6486,wad my senpai the bast kaya my senpai kampang,-1,kasar
6487,wadaw,1,tidak kasar
6488,wadaw gemar club,1,tidak kasar
6489,wadaw wadidaw mayan ajar videoadalah dengerin omong benci,1,tidak kasar
6490,wadh udah liat tug intro,1,tidak kasar
6491,wadoo benci aink yak,1,tidak kasar
6492,wadoo pas bilang vagina emak asw sangka nonton skidipapapppppp sawadikap,-1,tidak kasar
6493,anjinkkkk rick tau beli subscribe wjwkwkkw,-1,tidak kasar
6494,berani berani majang muka presiden,-1,tidak kasar
6495,nympil dewa corry gore,-1,tidak kasar
6496,qorygore menit,-1,tidak kasar
6497,bang erik coli youtuber paten kaleng kaleng,1,tidak kasar
6498,foto son of zeus dimunculin qorygore awokwok,1,tidak kasar
6499,parahkamuya udah tampan yt riwaind,1,tidak kasar
6500,si erickkontoru cocok tri didik biar anak kurikulum yg timpal,1,tidak kasar
6501,uploadnya cepat kaya,1,tidak kasar
6502,bocil silah berkomenria,1,tidak kasar
6503,wahayy benci lenyap kau bumi,1,tidak kasar
6504,wahh bang benci is sucks,1,tidak kasar
6505,wahh channel agama benci auto neraka wkwkwk,1,tidak kasar
6506,wahh youtube rewind,1,tidak kasar
6507,wahhh son of zeus qorygore suara,1,tidak kasar
6508,wahhh ketawa lemes cok,1,tidak kasar
6509,wahhhh bangsad semenjak nonton video ken nampol wwkwkwk erick anjinh,1,tidak kasar
6510,waiting for,1,tidak kasar
6511,waiy,1,tidak kasar
6512,wajar hates tanda kenal,1,tidak kasar
6513,wajib,1,tidak kasar
6514,wajib kecilin volume kwkakwwkk,1,tidak kasar
6515,wajib pake earphone,1,tidak kasar
6516,wajib trending,1,tidak kasar
6517,wakakakak,1,tidak kasar
6518,wakakakakakaka gokil bang,1,tidak kasar
6519,toxic tertawa njirr wkwk,1,tidak kasar
6520,konten faedah tetep hibur anjing,1,kasar
6521,walaupunkamukaya konyol,1,tidak kasar
6522,ngomong nyh kayak gitu tetep ajh tertawa ajg muka cem kontl tertawa,1,tidak kasar
6523,benci benci makamugw gabakal unsubkamukok kontol jujur ckup hibur ma kontenkamuya ajg,1,kasar
6524,toxic benernya,1,tidak kasar
6525,walpaht dylen mukaknya sam senyum dylen rambut dagu jyk walpht coba jelasin,1,tidak kasar
6526,wanjir kaget wkwkkwkw ihi bulu kintoll rick wkwkwan dikit napa njing jancokkk lloo kasi generasi muda njing,1,tidak kasar
6527,wanjirr qorygore,1,tidak kasar
6528,want join this team wkwk,1,tidak kasar
6529,waokwaokkowakowakowakowaokwaokawkowaokawok,1,tidak kasar
6530,warlen warpath daylen,1,tidak kasar
6531,warlen wkwkw,1,tidak kasar
6532,warning headphone user auto akhirat,1,tidak kasar
6533,warning video isi konten toxic,1,tidak kasar
6534,warpath daylenwkwkw,1,tidak kasar
6535,warpath daylen,-1,tidak kasar
6536,warrtm officialyt up,1,tidak kasar
6537,watafack,1,tidak kasar
6538,waw,1,tidak kasar
6539,we are here,1,tidak kasar
6540,we komentar harap kasi roti isi jembot,1,tidak kasar
6541,we need part video like this,1,tidak kasar
6542,we ngeteh asu,1,tidak kasar
6543,we r bro army we r b tch no mercy,1,tidak kasar
6544,weee intro erickolim no limit pros yg dlu lgi jdi nostalgia,1,tidak kasar
6545,weeeeeeeeoww,1,tidak kasar
6546,weh anjir iklan banget a nunggu channelkamununggukamubotak ilang ya,-1,kasar
6547,weh bru kelar nnton film sully mlh ktmu aktor d,1,tidak kasar
6548,weka benci mah bang ngatain doang berkaryav,1,tidak kasar
6549,weki lucu asyiqueee foto kwooskwowpwowlwlowpwp,1,tidak kasar
6550,welcome back intro erickolimprosnolimit,1,tidak kasar
6551,welcome to chanel family frenly,1,tidak kasar
6552,welkom tu eriko lim cenel benci uang,1,tidak kasar
6553,well i found free a money making system that is really working just go to,1,tidak kasar
6554,well you re always entertaining so far although there s a lot of cancer things you ve been doing but u do really have a content for me erick just keep bitching up,1,tidak kasar
6555,wes komentar niy rame,1,tidak kasar
6556,wesgamers nyasar bang,1,tidak kasar
6557,wew,1,tidak kasar
6558,weww,1,tidak kasar
6559,wey kentod heaters goblok unsub unsub ush nntn chanel bala doang taeq,-1,kasar
6560,weyy benci ericko lim ngumpul,1,tidak kasar
6561,what kind of kqryq,1,tidak kasar
6562,what the f ck man,1,tidak kasar
6563,what the fuck,1,tidak kasar
6564,whoop,1,tidak kasar
6565,why almost people hurt to other,1,tidak kasar
6566,why we still here,1,tidak kasar
6567,wibu wajib join grup inikuyyy gabun,1,tidak kasar
6568,wifi bang,1,tidak kasar
6569,wih anget,1,tidak kasar
6570,wihh foto si qory brobro,1,tidak kasar
6571,wik wik wik,1,tidak kasar
6572,wik wik wik aih aih,1,tidak kasar
6573,wik wik wik wik,1,tidak kasar
6574,wik wik wik wik ah ah ah ai oi oi oi,1,tidak kasar
6575,wik wik wik wik wik,1,tidak kasar
6576,wik wik wik wik wik wik ah ah ah ah,1,tidak kasar
6577,wik wik wik wik wik wik uh uh ah ah ah,1,tidak kasar
6578,wik wik wik wik wik wik wik,1,tidak kasar
6579,wik wik wik wik wik wik wik ah ah ah ah ah ah aaaaahhhh uy uy uy uy uy uy uy ay ay ay ay ay ay au sayy,1,tidak kasar
6580,wik wik wik wik wik wik wik ahh ahh ah ahh ahh ahh ihh i ih ih ihh like komentar tau lagu,1,tidak kasar
6581,wik wik wik wik wik wik wik wik wik ah ah ah ah ah ah ah ah ah wik wik wik wik wik wik,1,tidak kasar
6582,wik wik wik wik wik wik wik wik wik wik,1,tidak kasar
6583,wik wik wik wik wik wik wik wik wik wik wik wik wiiik,1,tidak kasar
6584,wik wik wik wik wik wik wik wik wik wik wik wik wik wik wik wik oh oh oh oh oh,1,tidak kasar
6585,wik wik wik wik wikwik wik,1,tidak kasar
6586,wik wik wik wik wikwikwikwikwiwkwikwik,1,tidak kasar
6587,wikk wik wik wik aah,1,tidak kasar
6588,wikwikwikwikwikwikwikwikiwkiwk,1,tidak kasar
6589,wis mangan ra udud paru paru ora smile,1,tidak kasar
6590,wkkwkw wanjir subscribe beli asw,1,tidak kasar
6591,wkkwwk intro,1,tidak kasar
6592,wkoakwoakwoakw,1,tidak kasar
