stemmed,sentiment,labeling,filtered
yg nyuruh konten faedah coba liat channel how to basic cuman hancurin barang kadang jorok subscriber ajg goblok,1,kasar,goblok
yg adsanse,1,tidak kasar,
yg adsense,1,tidak kasar,
yg hibur,1,tidak kasar,
yg hibur patut d contoh by the way islam neng neng liat eicko yg d permasalahin,1,tidak kasar,
yg hibur patut d contoh by the way islam neng neng liat eicko yg d permasalahin,-1,tidak kasar,
yg mah erickolim rasist agama,1,tidak kasar,
yg rad,1,tidak kasar,
yg tubi tubi,1,tidak kasar,
yg sabar,1,tidak kasar,
yg sabar bang ami bang yg benci yg ngebuly hiri bang ama,1,tidak kasar,
yg sabar bng laden tu benci bng,1,tidak kasar,
yg sabar yg bang,1,tidak kasar,
yg sabar bang,1,tidak kasar,
yg sabar yee bang bain,1,tidak kasar,
yg slalu nonton subscribe suara,1,tidak kasar,
yg subscribe mandul turun,1,tidak kasar,
yg subscribe channel,1,tidak kasar,
yng comment rapstronout smua wkwkw,1,tidak kasar,
yng ngebully erick orang normis yng tau,1,tidak kasar,
yo hidup gemar men kontol benci,1,kasar,kontol
yo wadap lerr jan lupa liat channel ad video fortnite no life like pidiogw jan lupa jing,1,tidak kasar,
yoi,1,tidak kasar,
yoi si yayaya,1,tidak kasar,
yoi baju dwp,1,tidak kasar,
yoiii opening anjerrr,1,tidak kasar,
yoo,1,tidak kasar,
yoo bantu subscribe chanel ericko lim juta subcriber aminn,1,tidak kasar,
yoooo introoo xd,1,tidak kasar,
yooooo jess is back,1,tidak kasar,
yosh,1,tidak kasar,
you are the best soapking hxhxhx,1,tidak kasar,
you born with drama bitches brobrogore,1,tidak kasar,
you don t deserve to handle youtube rewind bitch,1,tidak kasar,
you panutanqu bang ahahha cocok stand up bangg ate komentar hate komentar hate comenthate komentar hate comenthate komentar hate comenthate komentar hate comenthate komentar hate komentar x,1,tidak kasar,
you re my capt now erick by the way kaya doi yaa yg lupa darat hehehehev,1,tidak kasar,
you shitty right man yeaaaaaahhhhh,1,tidak kasar,
you so funny,1,tidak kasar,
you tube rewind,1,tidak kasar,
youruber yg banggain,1,tidak kasar,
youtobe go,1,tidak kasar,
youtube com c alfretbawole,1,tidak kasar,
youtube tombol merah warna abu abu pas pencet eh merah biarin dah biar liat error kaya warna gitukamumungkin arti error youtube tu,1,tidak kasar,
youtube hibur untung ketemu canel elu bang wkwkwk,1,tidak kasar,
youtube sebenernya fokus sarana hibur bilang chanel yg didik orang orang diarahin ajar baca baca jurnal artikel berita main youtube,1,tidak kasar,
youtube just for money man,1,tidak kasar,
youtube mah bebas nonton yg didik tonton anjing gtv noh,1,kasar,anjing
youtube rewind garasi drift bang since ngedrift ngelilingin youtubers,1,tidak kasar,
youtube rewind ajak youtuber bang,1,tidak kasar,
youtube rewind arap,1,tidak kasar,
youtube rewind sepi,1,tidak kasar,
youtube youtube tv,1,tidak kasar,
youtuber anjingng,1,tidak kasar,
youtuber centang nongol be lyke,1,tidak kasar,
youtuber yg tinggidengan karya,1,tidak kasar,
youtuber indonesia cuman berani baca hate comment berani nyopot adsense,1,tidak kasar,
youtuber inspirasi ni ekwkwk,1,tidak kasar,
youtuber tergg cok,1,tidak kasar,
youtubers konten faedah duniaa,1,tidak kasar,
yowww yowww broowww broowwww,1,tidak kasar,
ytrwd udah seru jaman arap,1,tidak kasar,
yucuber pantat t e r t e b a l,-1,kasar,pantat
yuhu intro de bes is back goblok,-1,kasar,goblok
yutub bebas,1,tidak kasar,
yutuber subscriber comentator toxic moga hidayah dapet balesan timpal aammiin,1,tidak kasar,
yutup filter yaaaa liat yg faedah liat komentar porsi,1,tidak kasar,
ywd anjing nang jncok,1,kasar,anjing
zakky teteh kendor gitu doyan lu,1,tidak kasar,
zeeb intro asu,1,tidak kasar,
zenonz gaming indo baca yg bner mata baca ngetik,1,tidak kasar,
zhar borneo mukakamukok kyknya tol ig yt adakamutrs video yg tontonkamugada kerja,1,tidak kasar,
zhar zhar zhar zhar zhar zhar bner i like,1,tidak kasar,
zharborneo rewind bang,1,tidak kasar,
zhiap bang,1,tidak kasar,
zigi wig tombol mode batas youtube,1,tidak kasar,
bang kalah benci benci tu bocah bocah sesukseskamumangat bang semangat,1,tidak kasar,
ngertikamusibuk ngurusin youtube tapikamucoba video ngehibur gemar erick thx,1,tidak kasar,
suka banget ama orang,1,tidak kasar,
aaaaaaaaaaaa tampan,1,tidak kasar,
aaaaaaaaaaaaaaaaaa tampan banget cantik,1,tidak kasar,
abai benci bang,1,tidak kasar,
abai benci bang just keep doing what you think is good and entertain us moga cepet juta subscriber bang,1,tidak kasar,
abai benci sukses channel semangat,1,tidak kasar,
abang is the bast,1,tidak kasar,
abang teladan quh,1,tidak kasar,
abay boljug orang birah channelnya blackpink,1,tidak kasar,
abg kaleng kaleng hehe,1,tidak kasar,
gold play button,1,tidak kasar,
iklan skip anti skip skip iklan club sukses ericko lim,1,tidak kasar,
manusia dosa yg hate,1,kasar,dosa
teladan,1,tidak kasar,
presiden dewa,1,tidak kasar,
presiden qori,1,tidak kasar,
qore wokwokwokow,1,tidak kasar,
qorygore,1,tidak kasar,
qorygore youtube rewind,1,tidak kasar,
son of zeus,1,tidak kasar,
tulis subscribe bang tulis disubcribe,1,tidak kasar,
woy benci uang milik channel dibikinin konten lumayan nama benci broo u,1,tidak kasar,
ericko lim ngomong onichan menit wkwk,1,tidak kasar,
download videodi youjizz bz komentar,1,tidak kasar,
ngiri viewer yotobe turun,1,tidak kasar,
nunggu yt rewind v,1,tidak kasar,
yg tau kabar lord randog,1,tidak kasar,
adaa iklannn menit skip,1,tidak kasar,
adik gwe lahir kemarin langsung gwe tontonin vidiokamubang,1,tidak kasar,
aditya chandra serah dah yg udah nyampein sen,1,tidak kasar,
aditya hercules gas,1,tidak kasar,
adolf hitler ma lord,1,tidak kasar,
adolf hitler my fuhrer,1,tidak kasar,
adsense for life,1,tidak kasar,
adsense naikk,1,tidak kasar,
adsense ny haha,1,tidak kasar,
adsense mantap,1,tidak kasar,
aduh udah tertawa dluan anjing intro jess awpokwaeopkawepokawepokwapok,1,kasar,anjing
aduuh telat ngesubscribe nihh mas subscribe ni,1,tidak kasar,
aduuuhhh tertawa parah,1,tidak kasar,
ahkamuganteng rick,1,tidak kasar,
ahaaa bo ong,1,tidak kasar,
ahaha benci maha benarrrr erickolim auto kayaaang deh,1,tidak kasar,
ahh ku suka intro,1,tidak kasar,
ahmad nuh bocah dikatain lgsung bales wkakakkaka,1,tidak kasar,
akal sehat awak udah hilang kahh,1,tidak kasar,
bela ericko lim mantap kali,1,tidak kasar,
bocah suka erickolim knp bahagia ambil positif,1,tidak kasar,
benci suka konten toxic ginian,1,tidak kasar,
cinta chanel erickolim,1,tidak kasar,
cinta channel erickolim channel pamer kaya,1,tidak kasar,
cinta ericko lim,1,tidak kasar,
dukung bang cenel youtube yarin kta benci dengerin bang patah semangat bkin conten youtube suka cenel youtube bang orng lucu boyot gitu wkwk inti semangat bang erick lim,1,tidak kasar,
dukung gitu bang gaya luh gitu omong luh bang suka gaya luh suka gaya omong luh manfaat wawas,1,tidak kasar,
dukung erick suka konten konten erick,1,tidak kasar,
benci,1,tidak kasar,
suka erikolim orang munafik ky mr o,1,kasar,munafik
suka yg yg youtuber gaming,1,tidak kasar,
lumayan suka bang ericko agama sebenernya bang ericko orang tampil layar gitu,1,tidak kasar,
mah liat aj suka suka liat aj suka ush comennt langsung liat aj serah channel ngapain emang situ gedein chanellnya liat proses bro hasil fuck the benci,1,tidak kasar,
mah suka chenel lucu,1,tidak kasar,
muslim suka erick,1,tidak kasar,
suka kaya gin,1,tidak kasar,
kapten bilang sayap malaikat pergi hidup moga kapten bahagia hidup i love capt,1,tidak kasar,
gemar rick santai yg suka ush nonton ajg,1,tidak kasar,
suka banget konyol gitu,1,tidak kasar,
suka banget ni channel kreator kreatif hattets emg bego channel keren,1,kasar,bego
suka bingung bang orang maksa content didik tv udah heran orang kayak kayak youtube yg didik kayak,1,tidak kasar,
suka channel bang hilang stress doank kerna channel hibur iya udah channel benci doank jdi sabar bang by the way keep it up bang erick,1,tidak kasar,
suka ericko lim lucu,1,tidak kasar,
suka gaya absurb parah being normal is so bored,1,tidak kasar,
suka gaya bang erti gitu cuman ngehibur doang,1,tidak kasar,
suka gaya rick,1,tidak kasar,
suka gayalo baby awto subscribe,1,tidak kasar,
suka gayalu mntaplah,1,tidak kasar,
suka intro doang jam nonton full,1,tidak kasar,
suka nonton,1,tidak kasar,
suka suka nanggepin benci,1,tidak kasar,
suka bang toxic suka aneh emang hak tau orang asik bang,1,kasar,aneh
suka,1,tidak kasar,
suka toxic bang,1,tidak kasar,
suka maera emng gin dengar kopex bet orang,1,tidak kasar,
suka kau,1,tidak kasar,
suka konten,1,tidak kasar,
suka ni channel konten gni,1,tidak kasar,
suka sam si erick tertawa anjir,1,kasar,anjir
suka konten bang hibur semangat konten bang,1,tidak kasar,
suka ngemis like,1,tidak kasar,
suka susu,1,tidak kasar,
suka toxic korick,1,tidak kasar,
suka bedah,1,tidak kasar,
sukaa gayakamujadi rick ngikutin omong orang stay gemar,1,tidak kasar,
sukaaa konten luuuuu hibur toxic laku yg unfaeda hibur bangt tampil beda negeri yg konten unfaeda orng indo yg beda hahaha but i like that,1,tidak kasar,
sukak bang,1,tidak kasar,
suport bang keren tampan kece parah semangat bang,1,tidak kasar,
tertawa nonton ericko lim toxic mantap dah erick,1,tidak kasar,
andai abang erick serasa surga hidup,1,tidak kasar,
ane gx suka bg eriko ane suka karakteristik bg eriko lim semangat bg eriko lim moga video ane ketawa lucu kwkwkwk,1,tidak kasar,
ane suka gaya bang,1,tidak kasar,
anjay ericko lim no limit pros keren coba erick,1,tidak kasar,
anjay nonton k selsai udah k hebatkamurick,1,tidak kasar,
yg ngulang intronyaang vidiokamubikin hibur gitu nga kayak yg bosenin doang mantap bang konten yg ngakak bang,1,tidak kasar,
karya rugi rugi lelah sndiri hujat orang telaah yg yg ericko karya real munafik main setting an,1,kasar,munafik
yg kau laku ane percayakamuorg bro,1,tidak kasar,
apasih yg pikir heaters rick sok bijak banget orang hak konten youtube youtube ngelarang youtubers hibur suka tonton ericko konten bokep ngewek hujat ataukamusamperin teruskamubakar hidup hidup mah serah,1,kasar,bokep
arab hapus chenel masuk eriko hapus chenel auto miskin,1,kasar,miskin
tau youtuber temennya erick bilang erick asli,1,tidak kasar,
asli tertawa sndiri yh nonton gampang suka komentar uang bang eric nambah,1,tidak kasar,
asli orang konten doang,1,tidak kasar,
auto subscribe chenel masuk eriko hapus chenel auto miskin,1,kasar,miskin
ayo antem suka teman otak dipake chanel ngapain ribet urus hidup udah ngerasa urus keluarga tetangga urus hidup org suka tonton ngapain komentar kaya gitu komentar bangga bijak wow bangga ama bangga banget udah tua goblok piara kambing piara biar gemuk nonton sinetron ginikan bego bawa,1,kasar,goblok bego
azab orang suka ngatain orang sampah guys,1,kasar,sampah
azam kazama ndk suka komentar bca mati jak sna,1,tidak kasar,
keren,1,tidak kasar,
channelkamukeren,1,tidak kasar,
orang uang juta juta juta miliar rupiah yg sungguh kaget juta orang bayang uang juta rupiah belanja mr money jalan arah mata angin jalan cari yg untung uang juta rupiah uang kaget,1,tidak kasar,
bagus bang gemar,1,tidak kasar,
bagus iklan drpd video,1,tidak kasar,
bagus ka sorry sampe hina qorygore youtuber keren,1,kasar,hina
bagus video erick,1,tidak kasar,
bagus rick content macem,1,tidak kasar,
bagus rick jalan setan,1,kasar,setan
bagus erick tuju,1,tidak kasar,
bagus iklan drpd video,1,tidak kasar,
,1,tidak kasar,
erickolimsalam balriber fans bang,1,tidak kasar,
,1,tidak kasar,
bang kangen ama toxic suka video surup lift wkwkwkwkk,1,tidak kasar,
bang subscriber kau mantap,1,tidak kasar,
bang suka video mu omong kasar y,1,tidak kasar,
bang support elu bg elu youtuber yg keren dunia support elu,1,tidak kasar,
bang subscribekamuterus paskamuudah kaya unsubscribe chenelkamukeren nga nton videokamusoalnya kontenkamumenghibur faedah benci nama benci jago ngomong cuman dunia maya doang asli mental tempe,1,tidak kasar,
bang hidup kadang sangad tiydac adil kampang uang otak kelebihann ohyeeeahhhh versi si itil victoria yh bang,1,kasar,kampang
bang lagu bang seru bang keren bagus young lex bang plis,1,tidak kasar,
bang tutorial kulit putih cancer pakai bahan bahan gratis keju batu bata,1,tidak kasar,
bang erick buatin lagu bang sumpah lagu bagus utama yg judul please gwa sngat suka bang,1,tidak kasar,
bang ericko suka ama bang ericko,1,tidak kasar,
bang ericko bully sih bully bang ericko bang ericko ramah,1,tidak kasar,
bang ericko semangat pentingkamumasih bang,1,tidak kasar,
bang eriko kamera lanjutin bang benci uang ngebacot sukses kayakamubang ktasi lahhh lim tau videokamumendidik parah bangsata,1,tidak kasar,
bang heterskamubang like video videokamugua,1,tidak kasar,
bang nonton videokamudari paskamungomong suruh subscribe langsung subscribe keren bang rick,1,tidak kasar,
bang suka youtubekamubang vidiokamubikin hibur gitu nga kayak yg bosenin doang mantap bang konten yg ngakak bang,1,tidak kasar,
bang gemar bal please konten bagus njir mainin pb game yg coba bang fortnite apakek viewers subscribe nambah,1,tidak kasar,
bang suka gaya luh konten luh tertawa nntn videokamucribe youtube noob queen,1,kasar,noob
bang suka samakamutapu si tompel suka,1,tidak kasar,
bang kangen ama toxickamudan suka video waktukamukesurupan lift wkwkwkwkk,1,tidak kasar,
bang suka ama cewek lu,1,tidak kasar,
bang suka kontenkamusemangat,1,tidak kasar,
bang tau kenapakamusuka deadpool deadpool birah abang,1,tidak kasar,
bang benci tutut irang suka karya orang bang guaa,1,tidak kasar,
bang intro bang bagus,1,tidak kasar,
bang thumbnailnya bagusin,1,tidak kasar,
bang tampan tampan u suka toxic kwkwkwkwk toxic bang,1,tidak kasar,
bang mentang lagu keren bang tu liat reza oktovian hapus channel gara gara lagu bang,1,tidak kasar,
bang musik yg keren,1,tidak kasar,
bang sehat,1,tidak kasar,
bangkamujgn masukin hati benci w subkamudr rb w suka amakamungehibur senang thanks bang dh ngehibur d,1,tidak kasar,
bangkamukeren banget moga youtube rewind jalan lancar hasil suka samasemua kalang,1,tidak kasar,
bang mah,1,tidak kasar,
bang motivasi motivasikamuselalu gera,1,tidak kasar,
bang please intro kadang hidup adil bang sumpah dah lucu banget suka,1,tidak kasar,
bang potong rambut dongga teroris krna ngarah kesna contoh kyak kemarin supportkamusukses yt rewind,1,tidak kasar,
bang santai sellow pakai z benci abai yg hidup abang bahagia fans no bang i live u ericko lim,1,tidak kasar,
bang saran makan tema chanel yg faedah manfaat biar orang lihat orang contoh bang atta jes no limit ria ricis raditya dika,1,tidak kasar,
bang karya dengar omong benci moga sukses bangrang kamera seger,1,tidak kasar,
mu ericko klau ngak suka nonton wkwkw always support chanel ericko,1,tidak kasar,
manusia akal sehat yg nonton anak bahaya mas paham yg ama yg era globalisasi anak sd uda pd hp awas liat video jembud asem manis mamah,1,kasar,jembud
like biar senang,1,tidak kasar,
laku konyol bertingka bagus anggap org gila percaya bro hibur kalianarab hadap,1,kasar,gila
terima kasih benci adsense lu,1,tidak kasar,
untung ericko lim daylenpros michel show youtube rewand yg bikintd,1,tidak kasar,
bg erick sebenernya orang orang hibur video,1,tidak kasar,
bg erik videomantap jiwa part bg,1,tidak kasar,
bg suka gula no micin tonton setia bg eric,1,tidak kasar,
biar benci hilang coba arap collab arap benci hilang benci fans arap,1,tidak kasar,
biarin orang orang bang karya thanks udah ngehibur orang orang pinter tau canda,1,tidak kasar,
biarpun manfaat neng nontonin video ericko lim pas toxic suka banget hhhhh,1,tidak kasar,
konten baca komentar positif yg video lu,1,tidak kasar,
konten kaya gin rick suka,1,tidak kasar,
bilang komennya hate smua emg yg suka komentar,1,tidak kasar,
blaker gaming knp ngegas ff pubg donkk kentang bahaya mas paham yg ama yg era globalisasi anak sd uda pd hp awas liat video jembud asem manis mamah,1,kasar,jembud
bnyk yg blg yg salah emang gitu sifat dasar manusia cari salah orang peduli,1,tidak kasar,
brati si erico lim temu juta heaters situ sehat,1,tidak kasar,
brrti akal sehat,1,tidak kasar,
by the way suka gayakamuerick abai jh ngehinakamuga,1,tidak kasar,
abg yg si raja toxic pngen nnya ank umur jg ngikutin tingkah laku abg kekmana abg soaper yg pnya akal sehat filter tlg,1,tidak kasar,
giveaway bg biar berkah youtubenya bg trip jalan indonesia bg biar orng tau abng orngnya,1,tidak kasar,
benci kalok ngak suka ngak tonton bukti happy happy ja liat bang erick,1,tidak kasar,
heathers suka tonton laporin video report komentar kasar buang buang energi ing main emel sampe stress akmj,1,tidak kasar,
heathers youtube ekspresi gaya suka tonton buang otak penasaran otak kamuflase sok bijak kaya konten enak harga suka tonton,1,tidak kasar,
maksain channel didik channel didik lai mata najwa national geographic ajar politik liat mata najwa ajar ttg alam national geohraphic liat channel erikolim pas mo berak biar lancar so ambil positif gaes gaperlu hate orang maksain channel didik emang ni platform nenekkamungentot,1,kasar,berak
konten hidup atur netizen coba,1,tidak kasar,
konten youtube atur yg,1,tidak kasar,
org yg g suka sma bang erick dengar,1,tidak kasar,
hatersnya eriko coba deh liat flity frank parah eriko sukses,1,tidak kasar,
videoyg bagus bang erick,1,tidak kasar,
suka suka pikir adek yg nonton channelkamujuga niru gaya ngomongkamuyang sampah masyarakat,1,kasar,sampah
chancel best suka banget,1,tidak kasar,
chanel yg komentar,1,tidak kasar,
chanel hibur chanel didik suka tonton suka tonton mudah bacot,1,kasar,bacot
chanel mantap mon gokil,1,tidak kasar,
chanel dunia,1,tidak kasar,
chanel yg cinta inspirasi orang stres,1,tidak kasar,
chanel youtube yg suka,1,tidak kasar,
channel favorit k subscribe sampe juta k mantap channel didik kawan slalu stay lu,1,tidak kasar,
channel film keren wtf usaha milikkamungapain ngambil rezeki orang,1,tidak kasar,
channel erick suka subscribe smenjak subcriber k,1,tidak kasar,
channel bng bagus hilangin stress,1,tidak kasar,
channel gila aneh lucu ngawur i kopex bet orang,1,kasar,gila aneh
chenel bagus hina,1,kasar,hina
chenel ken hilang tres mantap bang erickolim karya,1,tidak kasar,
chenel dunia gin hibur,1,tidak kasar,
chennel sampah hapus chennel,1,kasar,sampah
chisevloo yt mantap,1,tidak kasar,
cinta benci mu,1,tidak kasar,
cinta hatersmu,1,tidak kasar,
cinta yakult mu minum usus,1,tidak kasar,
cinta benci mu,1,tidak kasar,
cinta benci mu ambil adsens tiapp onya,1,tidak kasar,
cinta benci mu minum cangkul,1,tidak kasar,
cinta benci mu panas panasin,1,tidak kasar,
cinta hatersmu duit bank banya,1,tidak kasar,
cinta usus mu minum benci,1,tidak kasar,
cinta usus,1,tidak kasar,
cinta yakultmu minum usus,1,tidak kasar,
ciyeeee benci awas lho ubah cinta ericko lim lho,1,tidak kasar,
comment,1,tidak kasar,
comment hatter,1,tidak kasar,
dah triggered wkwkwk tetep suka gayakamubg asik banget,1,tidak kasar,
detik benci muncul bully bang eric baca komentar upload youtbe bang eric tertawa benci yg yg ericko karya real munafik main setting an,1,kasar,munafik
dasar goblok ngebully like video subscribe sumpah tlol kali tlol tlol kali udan rambutny pirang in lg donk jd lbh bagus,1,kasar,goblok
dasar kucing erick alat kelamin lelaki hewan kak yg suka mengonggong dasar piggy,1,tidak kasar,
kontenkamuhidup warna,1,tidak kasar,
channel toxic is wonderfull suka mah channel familyfriendly,1,tidak kasar,
komentar komentar bagus bingung,1,tidak kasar,
video dpt simpul orang sikap waras bahagia sikap waras,1,tidak kasar,
doi anak full logic nyusahin orang karakter identitas maju bang erico lim hibur kerja lupa beban kerja sukses,1,tidak kasar,
don t give upa ngatainkamujadinya cringekamugak berhasilkamucuma maluin,1,tidak kasar,
donk puas,1,tidak kasar,
tai jilat pantat cinta,1,kasar,tai pantat
ngehate auto,1,tidak kasar,
e suka banget konten didik,1,tidak kasar,
edit video ne bagus anak esdeh ngedit tiktok,1,tidak kasar,
