,text,sentiment,labeling
4014,ml lagi la bg,positif,tidak kasar
4015,mlah ngakak banget wkwkwk,positif,tidak kasar
4016,mmk,positif,tidak kasar
4017,mmk ngilu wakaka,positif,tidak kasar
4018,mmmmmmm bau mmk,positif,tidak kasar
4019,mmmpppppsshhhh ahhh,positif,tidak kasar
4020,mmppssshh ahh bau memeck,positif,tidak kasar
4021,mmq iklan mobelejen,positif,tidak kasar
4022,mmq iklan mobelejen semua,positif,tidak kasar
4023,mnt viwes ggwp,positif,tidak kasar
4024,mnusai jongkok kgak tau hdup d guna buat masa muda doang masa tua kamu kcwa tenar bdoh,positif,tidak kasar
4025,mo ngehate mo nonton,positif,tidak kasar
4026,moba entodlu mana rick,positif,tidak kasar
4027,moba kok analog,positif,tidak kasar
4028,moba kok bola haha,positif,tidak kasar
4029,moba kok haters,positif,tidak kasar
4030,modal goblok jadi jutawan,negatif,kasar
4031,moga chanel erick kolim baned sama youtube aminn,positif,tidak kasar
4032,moga isis liat,positif,tidak kasar
4033,moga kamu dapet hidayah bang,positif,tidak kasar
4034,moga sukses selalu bang eric salam shoaprs fans,positif,tidak kasar
4035,moga sukses terus bang aku suport abang,positif,tidak kasar
4036,moga sukses terus bang salam shoapers bal fans eriko like sini,positif,tidak kasar
4037,mohon baca ya ericko,positif,tidak kasar
4038,mohon bang jangan ngomong kotor,positif,tidak kasar
4039,mohon sabar tahan emosi,positif,tidak kasar
4040,mohon sabar uji,positif,tidak kasar
4041,mohon sabar uji ntot,positif,tidak kasar
4042,mokad lu haters kont l dasar kau lahir dari celah batu tak ada otak,positif,tidak kasar
4043,mood banget awkwowowkwoko terus karya bang,positif,tidak kasar
4044,moodat bang you tube rewindnya main pubg lagi dong bang,positif,tidak kasar
4045,motivasi bikin semangat coli,positif,tidak kasar
4046,motivasi gw kocok dahulu belum pakai,positif,tidak kasar
4047,motivational haters,positif,tidak kasar
4048,motivator wkwkwkwk,positif,tidak kasar
4049,mpl day april,positif,tidak kasar
4050,mpssssshhhhhh,positif,tidak kasar
4051,mr mitsuki iyah lah qorygore ada tanding,positif,tidak kasar
4052,muantef betul,positif,tidak kasar
4053,muarifah kata maaf bila aku sampah namun ajar harga kita sama tanah,negatif,kasar
4054,mudah an aja subscriber lo semua rik,positif,tidak kasar
4055,muhamad andrianto kamu,positif,tidak kasar
4056,muhamad andrianto kamu jelas kamu ngapain balas tanya aku,positif,tidak kasar
4057,muhammad radith iya kek,positif,tidak kasar
4058,muhammad rizki nah iyes benar sekali,positif,tidak kasar
4059,muka abang kayak vagina pls masukin sekmen ikut dong,positif,tidak kasar
4060,muka anak zeus woi,positif,tidak kasar
4061,muka apa kntl boss,positif,tidak kasar
4062,muka cem kntl aja belagu ajg,positif,tidak kasar
4063,muka gaya joker,positif,tidak kasar
4064,muka kamu ganteng vangsat santai aja anjink,positif,tidak kasar
4065,muka kamu lebih ganteng dripda oppa korea ganteng kgk usah jauh deh muka kamu paling gantrng indo lim,positif,tidak kasar
4066,muka kamu ngempetin,positif,tidak kasar
4067,muka kamu pas bengkokin kaya edhozell,positif,tidak kasar
4068,muka kamu taik anjink punya pacar seperti aku,positif,tidak kasar
4069,muka kocak,positif,tidak kasar
4070,muka lo produk lokal rik njing v,positif,tidak kasar
4071,muka lonte aja,negatif,kasar
4072,muka lu gak ganteng yg lu bayangin,positif,tidak kasar
4073,muka lu kek sampah organik sampah basah sampah kering sampah brvitamin smph nutrisi anjink hatecomment,negatif,kasar
4074,mukakmu pasar banget deh,positif,tidak kasar
4075,mulai dari lu masih kerja di garena masih sering bikin konten pb pink guy lagu susu kntl manis sampe sekarang channel lu tetep favorit gua boy gua mah,positif,tidak kasar
4076,mungkin gw harus buat komen hate yaa supaya komentar w di baca,positif,tidak kasar
4077,mungkin haters nya ericko minta jadi kenal,positif,tidak kasar
4078,mungkin lu kurang toxic bang,positif,tidak kasar
4079,mungkin mereka iri rik,positif,tidak kasar
4080,mungkin orang normal kalau tegur auto mikir kalau orang tegur auto balik fakta,positif,tidak kasar
4081,mungkin orang orang yg hate dia berani buat tapi tidak tanggung jawab,negatif,kasar
4082,mungkin org terlalu sehat saking sehat lupa kalau sakit ro ea good lah kau boedjank aku hibur xd xd xd,positif,tidak kasar
4083,mungkin otak mereka belum nyampe rick buat nerima jokes lu,positif,tidak kasar
4084,mungkin ric bilang mem k ngilu paling dulu emaknya pas ngelahirin dia makan,positif,tidak kasar
4085,mungkin yg ngehate belum pernah nonton how to basic,positif,tidak kasar
4086,mungkin youtuber kaya jess no limit semua karakter stiap youtuber punya ciri khas,positif,tidak kasar
4087,my favorit intro,positif,tidak kasar
4088,my inspiration,positif,tidak kasar
4089,my king im always support you,positif,tidak kasar
4090,my king konten ama tompel yg paling jijik kwkwkw,positif,tidak kasar
4091,my panutan gw selalu ngakak dengan semua video lu v,positif,tidak kasar
4092,my president qorygore anjirr,positif,tidak kasar
4093,my soapking ya juta subscriber botak please don t bullshit,positif,tidak kasar
4094,mytha the virgin nge youtube skrg,positif,tidak kasar
4095,n,positif,tidak kasar
4096,na far ati ati rick kalo bawa nama nama qorygore lu tu youtuber baru rick gua mau bilang ati ati aja sama bro bro gore,positif,tidak kasar
4097,nah,positif,tidak kasar
4098,nah ada foto dewa ni,positif,tidak kasar
4099,nah akhirnyankonten gin yg gw tgg wkkwkwkw,positif,tidak kasar
4100,nah baru opening yg family friendly,positif,tidak kasar
4101,nah gara gara haters kamu gua jadi kenal kamu gara gara penasaran ericko t siapa,positif,tidak kasar
4102,nah gin kaya youtubers korea gampang gret,positif,tidak kasar
4103,nah gin dong bikin vidio yang banyak biar ada tonton nih gwndir para ade ade rapyourbae ya,positif,tidak kasar
4104,nah gin dong ngautis lagi,positif,tidak kasar
4105,nah gin like it,positif,tidak kasar
4106,nah gitu dong asu,positif,tidak kasar
4107,nah gitu dong intro auto like,positif,tidak kasar
4108,nah gitu dong intro erickolim no limit pross,positif,tidak kasar
4109,nah gitu dong intro wkwkwks,positif,tidak kasar
4110,nah gitu dong intro bgsd,positif,tidak kasar
4111,nah gitu dong ngegas,positif,tidak kasar
4112,nah gitu emosi,positif,tidak kasar
4113,nah gua demen nih come back toxic people,positif,tidak kasar
4114,nah ini konten baru gooddd mank eriqqqqqqontl,positif,tidak kasar
4115,nah ini panutan gw banget jir,positif,tidak kasar
4116,nah ini salah satu contoh,positif,tidak kasar
4117,nah into jess dipake lagi dulu lah,positif,tidak kasar
4118,nah panutan,positif,tidak kasar
4119,nahh,positif,tidak kasar
4120,nahh gituuu donggg ngegasss,positif,tidak kasar
4121,nahh gua tuju ngapain bawa agama ericko tidak ngehina agama apa salah,positif,tidak kasar
4122,naise opening favoritu l,positif,tidak kasar
4123,najisss,positif,tidak kasar
4124,nak anak haters nya cuma nolep smua anying awokawok,positif,tidak kasar
4125,nama gua jefri,positif,tidak kasar
4126,nama haters jahat,positif,tidak kasar
4127,nama haters kalau ngesupport mah nama lovers,positif,tidak kasar
4128,nama haters pasti jahat,positif,tidak kasar
4129,nama intro nya apa eric,positif,tidak kasar
4130,nama kamu aja alone men,positif,tidak kasar
4131,nama lagu apa,positif,tidak kasar
4132,nama netizen rick,positif,tidak kasar
4133,nama sound effect apa,positif,tidak kasar
4134,nama yg comennya di bacain mana nih coment lagi donk wkwkw lu haters tapi nonton lha ka eriko malah dapet duit u ngabisin kouta hahaha,negatif,kasar
4135,nama aja heterrrss njink klo gk jhattt gk bakal hdup lu,positif,tidak kasar
4136,nama haters kalau ngesupport mah nama lovers,positif,tidak kasar
4137,nama haters v,positif,tidak kasar
4138,nama jg haters,positif,tidak kasar
4139,nama juga hibur ga usah di bawa hati netizen taik,positif,tidak kasar
4140,nama juga temen arap,positif,tidak kasar
4141,nambah,positif,tidak kasar
4142,nampar muka haters lu paling bsa io bang,positif,tidak kasar
4143,nanas nabila wkwkwkwk,positif,tidak kasar
4144,nanti haters yg triggered,positif,tidak kasar
4145,nanti kaya bowo di bully langsung kenal,positif,tidak kasar
4146,nanti ketemu minta foto,positif,tidak kasar
4147,nanti lu jadi presiden rik,positif,tidak kasar
4148,nanya aja nih bang,positif,tidak kasar
4149,napa ada si gajel njir geli,positif,tidak kasar
4150,nathan sebastian nenek bukan emak,positif,tidak kasar
4151,nathan sebastian si nenek kayak komen di chanel luar negeri soal akhir gw lihat dia ada di chanel pewdiepie,positif,tidak kasar
4152,natizen pikir lbh beda kwkwkwkwk hilih kintil,positif,tidak kasar
4153,naufal razan santosa lol,positif,tidak kasar
4154,naufal razan santosa yg bocah siapa kata kata bisa nya kata kasar hha thats the point,positif,tidak kasar
4155,ndasmu didik,positif,tidak kasar
4156,need more power ang jess kok dijadiin canda,positif,tidak kasar
4157,negara demokrasi bngst serah mau bikin ekspresi lama ganggu hidup kamu kamu bakal tau kalau kamu sekolah mana yg patut kamu contoh patut buat kamu tonton kamu ambil buat hidup kamu salam soapers didik,positif,tidak kasar
4158,nenek cucu nek,positif,tidak kasar
4159,nenek tuju kamu cucu paling tampan,positif,tidak kasar
4160,neng aku ngeliat kamu bully rik sumpah banyakin konten gin rik kalau video kamu gin baru aku skip iklan kalau konten kak gin aku nonton deh wkkwkwk,positif,tidak kasar
4161,netijen cuma komen mikir pake otak kerja keras orang youtuber yg ekspresi ide,positif,tidak kasar
4162,netijen indonesia the best netijen di dunia ss lo rick semangat terus buat konten yang faedah,positif,tidak kasar
4163,netizen indonesia lebih bulu kintoll kamu rick wkwkwan dikit napa njing jancokkk lloo kasi generasi muda njing,positif,tidak kasar
4164,netizen maha benar selalu komen sela,positif,tidak kasar
4165,netral,positif,tidak kasar
4166,never dislike you dude i still here mthrfcker,positif,tidak kasar
4167,never give up,positif,tidak kasar
4168,new content,positif,tidak kasar
4169,new god,positif,tidak kasar
4170,next collab ama qorygore ya kntl,positif,tidak kasar
4171,next kayanye tuh v wkwk,positif,tidak kasar
4172,next video part nya,positif,tidak kasar
4173,nga ada yg nanya dan nga ada yg duli,positif,tidak kasar
4174,ngajieun konten ewean kagok taiiiwk,positif,tidak kasar
4175,ngak anjeng lu kagak ganteng,positif,tidak kasar
4176,ngakak,positif,tidak kasar
4177,ngakak,positif,tidak kasar
4178,ngakak,positif,tidak kasar
4179,ngakak,positif,tidak kasar
4180,ngakak ajg,positif,tidak kasar
4181,ngakak ajg,positif,tidak kasar
4182,ngakak ajg,positif,tidak kasar
4183,ngakak akwokawok haters gaada otak v,positif,tidak kasar
4184,ngakak anjay,positif,tidak kasar
4185,ngakak anjayacol boleb ga aowkakakqk,positif,tidak kasar
4186,ngakak anjeng haters haters gblk wkw,positif,tidak kasar
4187,ngakak anjeng r club bilang kinthil gk di sensor,positif,tidak kasar
4188,ngakak anjenkkk,positif,tidak kasar
4189,ngakak anjer,positif,tidak kasar
4190,ngakak anjg v,positif,tidak kasar
4191,ngakak anjinkwkwkwkw gk ada faedah sii tpi ya lucu jdi yudh di subs njink,positif,tidak kasar
4192,ngakak anjirr,positif,tidak kasar
4193,ngakak asw,positif,tidak kasar
4194,ngakak asw,positif,tidak kasar
4195,ngakak asw,positif,tidak kasar
4196,ngakak asw igultik bulungan tdi dah sub,positif,tidak kasar
4197,ngakak asw like this mffk,positif,tidak kasar
4198,ngakak asw rick,positif,tidak kasar
4199,ngakak bang gaz rick wkwkwk,positif,tidak kasar
4200,ngakak bareng kont l,positif,tidak kasar
4201,ngakak bgst,positif,tidak kasar
4202,ngakak bilang aja lu mau di like erik,positif,tidak kasar
4203,ngakak coeg,positif,tidak kasar
4204,ngakak gua liat perut lu njer v itu bagai perut sispax yang tunda wkwkwkw v,positif,tidak kasar
4205,ngakak gua lihat bang erick,positif,tidak kasar
4206,ngakak gua nonton ini video,positif,tidak kasar
4207,ngakak gw ama yg sempet nya ngetik ngata in lw rik,positif,tidak kasar
4208,ngakak gw harus rumah trus cium kaki ngakak kntluruk karya,positif,tidak kasar
4209,ngakak gw liatnyaewers,positif,tidak kasar
4210,ngakak gw sama para haters lo,positif,tidak kasar
4211,ngakak gwe anjenk hahahaha,positif,tidak kasar
4212,ngakak intro anjirrs,positif,tidak kasar
4213,ngakak kntl v,positif,tidak kasar
4214,ngakak komentar hatters ajg,positif,tidak kasar
4215,ngakak liat vid bang erick wkwwk,positif,tidak kasar
4216,ngakak njir guasmillah dulu gak,positif,tidak kasar
4217,ngakak njir you tube rewindnya main pubg lagi dong bang,positif,tidak kasar
4218,ngakak pas ngajakin orang lewat dm asw lah,positif,tidak kasar
4219,ngakak rik tiap we liat video lu,positif,tidak kasar
4220,ngakak rik terus upload rik bikin gw ngakak malah btw kalo ketawa bikin awet muda but jgn terlalu ketawa ntr dijeblosin ke rsj anjenk keep toxic if u can selagi toxic gratis,positif,tidak kasar
4221,ngakak sexy banget,positif,tidak kasar
4222,ngakak sumpahp puting ody,positif,tidak kasar
4223,ngakak tingkat dewa gwn dengerin omong haters,positif,tidak kasar
4224,ngakak v,positif,tidak kasar
4225,ngakak v,positif,tidak kasar
4226,ngakak v,positif,tidak kasar
4227,ngakak vangsad,positif,tidak kasar
4228,ngakak w liat heters lu hahaha otak gak di pakek dia heh like komen ini jika kalian tau lagu,positif,tidak kasar
4229,ngakak wik wik song aja buat haters v,positif,tidak kasar
4230,ngakak wkwk,positif,tidak kasar
4231,ngakakk hahahahahaaang,positif,tidak kasar
4232,ngakakkk,positif,tidak kasar
4233,ngakakkk coeggg v,positif,tidak kasar
4234,ngakakub botak woy mana janji mu bapak,positif,tidak kasar
4235,ngaku haters ericko lim,positif,tidak kasar
4236,ngaku haters ketemu minta foto kwooskwowpwowlwlowpwp,positif,tidak kasar
4237,ngangkang aku denger tixic u,positif,tidak kasar
4238,ngangkang eh tertawa wkwkwkwk,positif,tidak kasar
4239,ngangkang gpp bang kamu dibicarain tetap semangat,positif,tidak kasar
4240,ngangkang gw denger tixic u,positif,tidak kasar
4241,ngapa lu jadi ngikutin sipetir toddd,positif,tidak kasar
4242,ngapain bawa bawa agama bngsttttttttr,positif,tidak kasar
4243,ngapain gua subscribe,positif,tidak kasar
4244,ngapain kamu urusin pakk simple aja kamu makan minta hanya org goblok urusin hidup org tentu hdupnya bener ggkpp auto conten auto uang wkwkwwkwk,negatif,kasar
4245,ngapain mikirin haters yg yg faedah maju aja terus bang muka kamu mmq h h,positif,tidak kasar
4246,ngapain ndah ahhh,positif,tidak kasar
4247,ngaqaq kontlo mau komen apa aku b ngs t,positif,tidak kasar
4248,ngarep,positif,tidak kasar
4249,nge hate boleh skip iklan jangan,positif,tidak kasar
4250,nge hate kok pake akun fake ea,positif,tidak kasar
4251,nge pansos,positif,tidak kasar
4252,ngebayangin anak kamu ntar bagaimana,positif,tidak kasar
4253,ngebully bang erick semua dasar myskyn otak ea bangsadg komen,positif,tidak kasar
